Wijk,bicycle,cargo_bicycle,moped,scooter
Westindische Buurt,0.0,0.0,2.0,0.0
Schinkelbuurt,0.0,0.0,4.0,0.0
Willemspark,0.0,0.0,2.0,0.0
Museumkwartier,0.0,0.0,8.0,0.0
Oude Pijp,0.0,3.0,2.0,0.0
Nieuwe Pijp,4.0,5.0,2.0,0.0
Stadionbuurt,10.0,0.0,37.0,0.0
Apollobuurt,3.0,0.0,9.0,0.0
Scheldebuurt,4.0,6.0,5.0,0.0
IJselbuurt,0.0,4.0,0.0,0.0
Rijnbuurt,0.0,3.0,2.0,0.0
Van Lennepbuurt,0.0,0.0,1.0,0.0
Prinses Irenebuurt e.o.,8.0,0.0,8.0,0.0
Zuidas,29.0,1.0,45.0,0.0
Buitenveldert-West,9.0,0.0,12.0,0.0
Buitenveldert-Oost,16.0,0.0,14.0,0.0
Overtoomse Sluis,0.0,0.0,4.0,0.0
Helmersbuurt,0.0,0.0,1.0,0.0
Haarlemmerbuurt,0.0,0.0,6.0,0.0
Slotervaart-Zuid,7.0,0.0,5.0,0.0
Jordaan,0.0,0.0,10.0,0.0
Grachtengordel-West,0.0,0.0,6.0,0.0
Westlandgracht,3.0,0.0,8.0,0.0
Sloten/Nieuw-Sloten,5.0,0.0,37.0,0.0
Oostelijk Havengebied,31.0,4.0,12.0,0.0
Weesperzijde,2.0,2.0,2.0,0.0
Oosterparkbuurt,20.0,2.0,3.0,0.0
Transvaalbuurt,2.0,1.0,5.0,0.0
Indische Buurt-West,7.0,0.0,2.0,0.0
Indische Buurt-Oost,3.0,0.0,0.0,0.0
Zeeburgereiland/Bovendiep,2.0,2.0,9.0,0.0
IJburg-West,11.0,4.0,34.0,0.0
IJburg-Zuid,6.0,0.0,19.0,0.0
Frankendael,9.0,2.0,16.0,0.0
Middenmeer,9.0,3.0,21.0,0.0
Betondorp,2.0,2.0,1.0,0.0
Omval/Overamstel,1.0,0.0,5.0,0.0
Burgwallen-Nieuwe Zijde,26.0,0.0,12.0,0.0
Burgwallen-Oude Zijde,18.0,0.0,2.0,0.0
Hoofddorppleinbuurt,2.0,0.0,17.0,0.0
Nieuwmarkt/Lastage,0.0,0.0,8.0,0.0
Grachtengordel-Zuid,0.0,0.0,12.0,0.0
De Weteringschans,16.0,0.0,2.0,0.0
Weesperbuurt/Plantage,0.0,1.0,2.0,0.0
Oostelijke Eilanden/Kadijken,0.0,2.0,4.0,0.0
Noordelijke IJ-oevers-West,5.0,1.0,9.0,0.0
Nieuwendammerdijk/Buiksloterdijk,0.0,0.0,2.0,0.0
Elzenhagen,4.0,0.0,20.0,0.0
Buikslotermeer,0.0,0.0,8.0,0.0
Waterlandpleinbuurt,0.0,0.0,1.0,0.0
Sloterdijk Nieuw-West,11.0,0.0,26.0,0.0
Zuid Pijp,0.0,0.0,1.0,0.0
Geuzenveld,13.0,0.0,10.0,0.0
Slotermeer-Noordoost,2.0,0.0,13.0,0.0
Slotermeer-Zuidoost,1.0,0.0,4.0,0.0
Lutkemeer/Ookmeer,0.0,0.0,6.0,0.0
De Aker,0.0,0.0,5.0,0.0
De Punt,0.0,0.0,2.0,0.0
Dapperbuurt,6.0,2.0,3.0,0.0
Amsterdamse Poort e.o.,0.0,0.0,7.0,0.0
H-buurt,0.0,0.0,4.0,0.0
Osdorp-Midden,0.0,0.0,7.0,0.0
Osdorp-Oost,2.0,2.0,5.0,0.0
Overtoomse Veld,7.0,0.0,9.0,0.0
Coenhaven/Minervahaven,1.0,0.0,6.0,0.0
Sloterdijk-West,5.0,2.0,3.0,0.0
Spaarndammerbuurt/Zeeheldenbuurt,0.0,0.0,9.0,0.0
Houthavens,0.0,0.0,2.0,1.0
De Kolenkit,0.0,0.0,2.0,0.0
Landlust,4.0,0.0,17.0,0.0
Erasmuspark,1.0,0.0,6.0,0.0
Centrale Markt,5.0,0.0,10.0,0.0
Staatsliedenbuurt,0.0,0.0,4.0,0.0
Amstel III/Bullewijk,0.0,0.0,31.0,0.0
Frederik Hendrikbuurt,0.0,0.0,1.0,0.0
Van Galenbuurt,0.0,0.0,4.0,0.0
Geuzenbuurt,1.0,1.0,1.0,0.0
Hoofdweg e.o.,3.0,0.0,2.0,0.0
Chassébuurt,5.0,1.0,0.0,0.0
