week_day,day,bicycle_flux,cargo_bicycle_flux,moped_flux,scooter_flux,id,bicycle_min,bicycle_max,bicycle_diff,cargo_bicycle_min,cargo_bicycle_max,cargo_bicycle_diff,moped_min,moped_max,moped_diff,scooter_min,scooter_max,scooter_diff,bicycle_avg,cargo_bicycle_avg,moped_avg,scooter_avg,nearest_train_station_name_walking,nearest_train_station_distance_walking,nearest_metro_station_name_walking,nearest_metro_station_distance_walking,nearest_train_station_name_bicycling,nearest_train_station_distance_bicycling,nearest_metro_station_name_bicycling,nearest_metro_station_distance_bicycling,nearest_train_station_name_driving,nearest_train_station_distance_driving,nearest_metro_station_name_driving,nearest_metro_station_distance_driving,nearest_train_station_name_transit,nearest_train_station_distance_transit,nearest_metro_station_name_transit,nearest_metro_station_distance_transit,population,highest_percentage_age,predicted_mean_disposable_household_income
friday,12,2.0,2.0,29.0,0.0,Osdorp-Oost_12,2.0,3.0,1.0,0.0,2.0,2.0,7.0,14.0,7.0,0.0,0.0,0.0,2.9583333333333335,1.0833333333333333,10.75,0.0,Amsterdam Lelylaan Station,2722,Station Lelylaan,2626,Amsterdam Lelylaan Station,2891,Station Lelylaan,2876,Amsterdam Lelylaan Station,3206,Station Lelylaan,2772,Amsterdam Lelylaan Station,3008,Station Lelylaan,2959.0,17650.0,27 - 65 years (%),41196.7
friday,12,0.0,8.0,96.0,0.0,Oude Pijp_12,0.0,0.0,0.0,2.0,5.0,3.0,1.0,34.0,33.0,0.0,0.0,0.0,0.0,4.458333333333333,13.916666666666666,0.0,Amsterdam RAI Station,2116,Vijzelgracht,605,Amsterdam RAI Station,2150,Vijzelgracht,764,Amsterdam Zuid Station,2434,De Pijp,1280,Amsterdam RAI Station,1972,De Pijp,688.0,14879.0,27 - 65 years (%),44731.9
friday,12,0.0,0.0,37.0,0.0,Overtoomse Sluis_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,8.291666666666666,0.0,Amsterdam Lelylaan Station,1963,Postjesweg,1491,Amsterdam Lelylaan Station,2038,Postjesweg,1492,Amsterdam Lelylaan Station,2186,Postjesweg,1498,Amsterdam Lelylaan Station,2168,Postjesweg,1836.0,7943.0,27 - 65 years (%),47529.9
friday,12,21.0,0.0,25.0,0.0,Overtoomse Veld_12,10.0,15.0,5.0,0.0,0.0,0.0,4.0,15.0,11.0,0.0,0.0,0.0,12.291666666666666,0.0,9.25,0.0,Amsterdam Lelylaan Station,1141,Postjesweg,416,Amsterdam Lelylaan Station,1376,Postjesweg,1087,Amsterdam Lelylaan Station,1335,Station Lelylaan,1117,Amsterdam Lelylaan Station,1368,Postjesweg,416.0,14674.0,27 - 65 years (%),43198.4
friday,12,3.0,1.0,16.0,0.0,Prinses Irenebuurt e.o._12,5.0,7.0,2.0,0.0,1.0,1.0,1.0,8.0,7.0,0.0,0.0,0.0,6.291666666666667,0.5,2.4166666666666665,0.0,Amsterdam Zuid Station,358,Station Zuid,593,Amsterdam Zuid Station,342,Station Zuid,626,Amsterdam Zuid Station,735,Amstelveenseweg,2171,Amsterdam Zuid Station,358,Station Zuid,593.0,1401.0,27 - 65 years (%),78523.3
friday,12,0.0,0.0,0.0,0.0,Reigersbos_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Holendrecht Station,1480,Reigersbos,0,Amsterdam Holendrecht Station,1624,Reigersbos,0,Amsterdam Holendrecht Station,1821,Reigersbos,0,Amsterdam Holendrecht Station,1357,Station Zuid,593.0,8546.0,27 - 65 years (%),39520.1
friday,12,0.0,3.0,47.0,0.0,Rijnbuurt_12,0.0,0.0,0.0,4.0,5.0,1.0,3.0,15.0,12.0,0.0,0.0,0.0,0.0,4.375,9.0,0.0,Amsterdam RAI Station,1407,Europaplein,1154,Amsterdam RAI Station,1396,Europaplein,1008,Amsterdam RAI Station,1385,Station RAI,1385,Amsterdam RAI Station,1492,Europaplein,1236.0,8991.0,27 - 65 years (%),43905.5
friday,12,6.0,13.0,43.0,0.0,Scheldebuurt_12,4.0,8.0,4.0,7.0,14.0,7.0,4.0,16.0,12.0,0.0,0.0,0.0,6.208333333333333,11.541666666666666,9.083333333333334,0.0,Amsterdam RAI Station,783,Europaplein,248,Amsterdam RAI Station,797,Europaplein,347,Amsterdam RAI Station,893,Europaplein,467,Amsterdam RAI Station,886,Europaplein,248.0,15002.0,27 - 65 years (%),53140.7
friday,12,2.0,0.0,36.0,0.0,Schinkelbuurt_12,1.0,3.0,2.0,0.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,0.0,2.125,0.0,4.583333333333333,0.0,Amsterdam Zuid Station,2008,Amstelveenseweg,1479,Amsterdam Lelylaan Station,2236,Amstelveenseweg,1580,Amsterdam Lelylaan Station,2265,Heemstedestraat,1701,Amsterdam Zuid Station,2542,Amstelveenseweg,1668.0,3932.0,27 - 65 years (%),45391.7
friday,12,4.0,0.0,34.0,0.0,Sloten/Nieuw-Sloten_12,9.0,13.0,4.0,0.0,0.0,0.0,6.0,19.0,13.0,0.0,0.0,0.0,11.541666666666666,0.0,11.458333333333334,0.0,Amsterdam Lelylaan Station,4330,Henk Sneevlietweg,3402,Amsterdam Lelylaan Station,4742,Henk Sneevlietweg,3632,Amsterdam Lelylaan Station,5089,Henk Sneevlietweg,4356,Amsterdam Lelylaan Station,5230,Heemstedestraat,3866.0,14716.0,27 - 65 years (%),55183.8
friday,12,23.0,0.0,61.0,0.0,Sloterdijk Nieuw-West_12,2.0,16.0,14.0,0.0,0.0,0.0,6.0,25.0,19.0,0.0,0.0,0.0,11.208333333333334,0.0,15.208333333333334,0.0,Amsterdam Sloterdijk Station,875,Station Sloterdijk,869,Amsterdam Sloterdijk Station,1056,Station Sloterdijk,1082,Amsterdam Sloterdijk Station,1500,Station Sloterdijk,811,Amsterdam Sloterdijk Station,1230,Station Sloterdijk,1224.0,1185.0,18 - 26 years (%),28594.4
friday,12,11.0,0.0,20.0,0.0,Sloterdijk-West_12,0.0,6.0,6.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,3.8333333333333335,2.0,2.5,0.0,Amsterdam Sloterdijk Station,875,Station Sloterdijk,869,Amsterdam Sloterdijk Station,1056,Station Sloterdijk,1082,Amsterdam Sloterdijk Station,1500,Station Sloterdijk,811,Amsterdam Sloterdijk Station,1230,Station Sloterdijk,1224.0,660.0,27 - 65 years (%),48223.9
friday,12,2.0,0.0,17.0,0.0,Slotermeer-Noordoost_12,11.0,13.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,12.25,0.0,2.5833333333333335,0.0,Amsterdam Sloterdijk Station,1346,Burg. De Vlugtlaan,770,Amsterdam Sloterdijk Station,1447,Burg. De Vlugtlaan,810,Amsterdam Sloterdijk Station,2736,Burg. De Vlugtlaan,925,Amsterdam Sloterdijk Station,1892,Burg. De Vlugtlaan,953.0,9208.0,27 - 65 years (%),39912.7
friday,12,0.0,0.0,0.0,0.0,Slotermeer-West_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Sloterdijk Station,3027,Burg. De Vlugtlaan,2358,Amsterdam Sloterdijk Station,2806,Burg. De Vlugtlaan,2356,Amsterdam Sloterdijk Station,2706,Burg. De Vlugtlaan,2356,Amsterdam Sloterdijk Station,3587,Burg. De Vlugtlaan,2572.0,10703.0,27 - 65 years (%),39520.1
friday,12,0.0,0.0,22.0,0.0,Slotermeer-Zuidoost_12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,4.625,0.0,Amsterdam Holendrecht Station,1883,Reigersbos,1520,Amsterdam Holendrecht Station,2003,Reigersbos,1564,Amsterdam Bijlmer ArenA Station,2340,Kraaiennest station,2264,Amsterdam Duivendrecht Station,1685,Strandvliet,802.0,6758.0,27 - 65 years (%),39520.1
friday,12,0.0,0.0,20.0,0.0,Slotervaart-Noord_12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,Amsterdam Lelylaan Station,574,Station Lelylaan,611,Amsterdam Lelylaan Station,628,Station Lelylaan,614,Amsterdam Lelylaan Station,764,Station Lelylaan,603,Amsterdam Lelylaan Station,906,Station Lelylaan,1001.0,7805.0,27 - 65 years (%),44686.5
friday,12,5.0,0.0,27.0,0.0,Slotervaart-Zuid_12,7.0,12.0,5.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,10.25,0.0,6.708333333333333,0.0,Amsterdam Lelylaan Station,574,Station Lelylaan,611,Amsterdam Lelylaan Station,628,Station Lelylaan,614,Amsterdam Lelylaan Station,764,Station Lelylaan,603,Amsterdam Lelylaan Station,906,Station Lelylaan,1001.0,11088.0,27 - 65 years (%),41772.0
friday,12,0.0,0.0,42.0,0.0,Spaarndammerbuurt/Zeeheldenbuurt_12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,15.291666666666666,0.0,Amsterdam Sloterdijk Station,2427,Isolatorweg,1554,Amsterdam Sloterdijk Station,2460,Isolatorweg,1821,Amsterdam Centraal Station,3197,Isolatorweg,2247,Amsterdam Centraal Station,3563,Isolatorweg,2218.0,10818.0,27 - 65 years (%),39947.9
friday,12,4.0,0.0,46.0,0.0,Staatsliedenbuurt_12,0.0,2.0,2.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.16666666666666666,0.0,8.708333333333334,0.0,Amsterdam Centraal Station,2406,Jan van Galenstraat,2102,Amsterdam Centraal Station,2569,Jan van Galenstraat,2104,Amsterdam Centraal Station,2824,Jan van Galenstraat,2645,Amsterdam Centraal Station,4052,Jan van Galenstraat,2676.0,12970.0,27 - 65 years (%),42348.2
friday,12,7.0,0.0,45.0,0.0,Stadionbuurt_12,8.0,12.0,4.0,0.0,0.0,0.0,3.0,14.0,11.0,0.0,0.0,0.0,10.25,0.0,8.458333333333334,0.0,Amsterdam Zuid Station,1380,Amstelveenseweg,853,Amsterdam Zuid Station,1766,Amstelveenseweg,944,Amsterdam Zuid Station,1635,Amstelveenseweg,1875,Amsterdam Zuid Station,1839,Amstelveenseweg,1094.0,11768.0,27 - 65 years (%),46512.9
friday,12,6.0,5.0,29.0,0.0,Transvaalbuurt_12,0.0,4.0,4.0,1.0,4.0,3.0,0.0,12.0,12.0,0.0,0.0,0.0,2.0833333333333335,3.0416666666666665,4.25,0.0,Amsterdam Muiderpoort Station,1515,Wibautstraat,412,Amsterdam Muiderpoort Station,1863,Wibautstraat,412,Amsterdam Muiderpoort Station,1863,Wibautstraat,741,Amsterdam Muiderpoort Station,2077,Wibautstraat,412.0,8878.0,27 - 65 years (%),40538.5
friday,12,0.0,0.0,0.0,0.0,Tuindorp Buiksloot_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Centraal Station,2990,Noord,449,Amsterdam Centraal Station,3148,Noorderpark,1149,Amsterdam Muiderpoort Station,8603,Noord,599,Amsterdam Centraal Station,3100,Noord,449.0,1909.0,27 - 65 years (%),40683.7
friday,12,0.0,0.0,0.0,0.0,Tuindorp Nieuwendam_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Centraal Station,4200,Noord,1357,Amsterdam Centraal Station,5158,Noord,1800,Amsterdam Muiderpoort Station,6769,Noord,1325,Amsterdam Centraal Station,4842,Noord,1865.0,3468.0,27 - 65 years (%),40588.6
friday,12,0.0,0.0,0.0,0.0,Tuindorp Oostzaan_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Centraal Station,4379,Noorderpark,3249,Amsterdam Centraal Station,4915,Noorderpark,4077,Amsterdam Sloterdijk Station,8701,Noorderpark,3350,Amsterdam Centraal Station,5807,Noorderpark,4057.0,12048.0,27 - 65 years (%),41928.5
friday,12,0.0,0.0,33.0,0.0,Van Galenbuurt_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,6.916666666666667,0.0,Amsterdam Sloterdijk Station,2381,Jan van Galenstraat,386,Amsterdam Lelylaan Station,3173,Jan van Galenstraat,1145,Amsterdam Sloterdijk Station,2482,Burg. De Vlugtlaan,1281,Amsterdam Sloterdijk Station,2650,Jan van Galenstraat,386.0,7917.0,27 - 65 years (%),37855.7
friday,12,0.0,0.0,29.0,0.0,Van Lennepbuurt_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,7.791666666666667,0.0,Amsterdam Centraal Station,2812,Postjesweg,1732,Amsterdam Centraal Station,3243,Postjesweg,1738,Amsterdam Zuid Station,3776,Jan van Galenstraat,2250,Amsterdam Centraal Station,3209,Postjesweg,1904.0,6895.0,27 - 65 years (%),40155.8
friday,12,0.0,0.0,0.0,0.0,Venserpolder_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Duivendrecht Station,731,Venserpolder,0,Amsterdam Duivendrecht Station,862,Venserpolder,0,Amsterdam Duivendrecht Station,862,Venserpolder,0,Amsterdam Duivendrecht Station,731,Station Duivendrecht,731.0,8512.0,27 - 65 years (%),39520.1
friday,12,0.0,2.0,12.0,0.0,Volewijck_12,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.9166666666666666,4.708333333333333,0.0,Amsterdam Centraal Station,2538,Noorderpark,386,Amsterdam Centraal Station,2551,Noorderpark,389,Amsterdam Sloterdijk Station,12332,Noorderpark,254,Amsterdam Centraal Station,2418,Noorderpark,386.0,9364.0,27 - 65 years (%),37474.4
friday,12,0.0,1.0,29.0,0.0,Vondelparkbuurt_12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.041666666666666664,3.375,0.0,Amsterdam Zuid Station,2815,Vijzelgracht,1412,Amsterdam Lelylaan Station,3349,Vijzelgracht,1606,Amsterdam Zuid Station,3243,Postjesweg,2477,Amsterdam Lelylaan Station,3263,Vijzelgracht,1780.0,1869.0,27 - 65 years (%),73749.9
friday,12,0.0,0.0,0.0,0.0,Waterland_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Centraal Station,8014,Noord,5311,Amsterdam Muiderpoort Station,6837,Noord,5520,Amsterdam Muiderpoort Station,6936,Noord,6259,Amsterdam Muiderpoort Station,6892,Noord,6385.0,2410.0,27 - 65 years (%),64943.2
friday,12,0.0,0.0,1.0,0.0,Waterlandpleinbuurt_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,Amsterdam Centraal Station,5120,Noord,2147,Amsterdam Centraal Station,5860,Noord,2503,Amsterdam Muiderpoort Station,6208,Noord,2406,Amsterdam Centraal Station,5835,Noord,2664.0,13941.0,27 - 65 years (%),41948.1
friday,12,0.0,0.0,0.0,0.0,Weesp Binnenstad/Zuid_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Holendrecht Station,6949,Gaasperplas,4528,Amsterdam Holendrecht Station,7108,Gaasperplas,4563,Amsterdam Bijlmer ArenA Station,8495,Gaasperplas,4557,Amsterdam Science Park Station,7860,Gaasperplas,4978.0,5657.0,27 - 65 years (%),39520.1
friday,12,0.0,0.0,0.0,0.0,Weesp-Noordwest_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Holendrecht Station,6949,Gaasperplas,4528,Amsterdam Holendrecht Station,7108,Gaasperplas,4563,Amsterdam Bijlmer ArenA Station,8495,Gaasperplas,4557,Amsterdam Science Park Station,7860,Gaasperplas,4978.0,8031.0,27 - 65 years (%),39520.1
friday,12,0.0,0.0,46.0,0.0,Weesperbuurt/Plantage_12,0.0,0.0,0.0,3.0,3.0,0.0,3.0,19.0,16.0,0.0,0.0,0.0,0.0,3.0,8.5,0.0,Amsterdam Centraal Station,1873,Weesperplein,819,Amsterdam Centraal Station,1915,Weesperplein,930,Amsterdam Muiderpoort Station,2492,Waterlooplein,1020,Amsterdam Muiderpoort Station,2489,Weesperplein,819.0,7834.0,27 - 65 years (%),51759.2
friday,12,10.0,0.0,32.0,0.0,Weesperzijde_12,3.0,11.0,8.0,3.0,3.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0,7.708333333333333,3.0,4.875,0.0,Amsterdam Muiderpoort Station,1863,Wibautstraat,329,Amsterdam Muiderpoort Station,2099,Wibautstraat,445,Amsterdam Muiderpoort Station,2148,Wibautstraat,329,Amsterdam Muiderpoort Station,2421,Wibautstraat,329.0,5892.0,27 - 65 years (%),49638.5
friday,12,0.0,0.0,28.0,0.0,Westindische Buurt_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,3.7083333333333335,0.0,Amsterdam Lelylaan Station,1631,Postjesweg,660,Amsterdam Lelylaan Station,1920,Postjesweg,1031,Amsterdam Lelylaan Station,2142,Postjesweg,945,Amsterdam Lelylaan Station,1866,Postjesweg,660.0,6691.0,27 - 65 years (%),45745.4
friday,12,4.0,0.0,34.0,0.0,Westlandgracht_12,6.0,9.0,3.0,0.0,0.0,0.0,3.0,15.0,12.0,0.0,0.0,0.0,8.0,0.0,7.541666666666667,0.0,Amsterdam Lelylaan Station,1320,Henk Sneevlietweg,619,Amsterdam Lelylaan Station,1473,Henk Sneevlietweg,628,Amsterdam Lelylaan Station,1392,Henk Sneevlietweg,812,Amsterdam Lelylaan Station,1979,Henk Sneevlietweg,619.0,13194.0,27 - 65 years (%),46335.9
friday,12,0.0,0.0,30.0,0.0,Willemspark_12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,6.791666666666667,0.0,Amsterdam Lelylaan Station,2153,Amstelveenseweg,1895,Amsterdam Lelylaan Station,2646,Amstelveenseweg,1977,Amsterdam Lelylaan Station,2909,Heemstedestraat,2345,Amsterdam Lelylaan Station,2479,Amstelveenseweg,2084.0,5561.0,27 - 65 years (%),89532.3
friday,12,6.0,2.0,28.0,0.0,Zeeburgereiland/Bovendiep_12,5.0,6.0,1.0,2.0,3.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,5.416666666666667,2.9583333333333335,4.708333333333333,0.0,Amsterdam Muiderpoort Station,2645,Wibautstraat,4372,Amsterdam Science Park Station,3673,Verrijn Stuartweg,5595,Amsterdam Muiderpoort Station,3977,Weesperplein,5785,Amsterdam Muiderpoort Station,2685,Wibautstraat,4889.0,5679.0,27 - 65 years (%),42204.7
friday,12,4.0,0.0,30.0,0.0,Zuid Pijp_12,1.0,3.0,2.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.4583333333333335,1.0,4.458333333333333,0.0,Amsterdam RAI Station,2450,De Pijp,0,Amsterdam Muiderpoort Station,2516,De Pijp,0,Amsterdam RAI Station,2404,De Pijp,0,Amsterdam Muiderpoort Station,2610,Wibautstraat,1275.0,7917.0,27 - 65 years (%),39976.9
friday,12,13.0,0.0,174.0,0.0,Zuidas_12,25.0,30.0,5.0,1.0,1.0,0.0,8.0,82.0,74.0,0.0,0.0,0.0,28.083333333333332,1.0,34.875,0.0,Amsterdam Zuid Station,49,Station Zuid,112,Amsterdam Zuid Station,41,Station Zuid,112,Amsterdam Zuid Station,4,Station RAI,2043,Amsterdam Zuid Station,49,Station Zuid,112.0,5218.0,27 - 65 years (%),71679.0
saturday,13,0.0,0.0,0.0,0.0,Aetsveld/Oostelijke Vechtoever_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Holendrecht Station,10364,Gaasperplas,7942,Amsterdam Holendrecht Station,10576,Gaasperplas,8031,Amsterdam Bijlmer ArenA Station,11934,Gaasperplas,7997,Amsterdam Bijlmer ArenA Station,13299,Gaasperplas,8753.0,4402.0,27 - 65 years (%),39520.1
saturday,13,0.0,0.0,55.0,0.0,Amstel III/Bullewijk_13,0.0,0.0,0.0,0.0,0.0,0.0,10.0,33.0,23.0,0.0,0.0,0.0,0.0,0.0,22.583333333333332,0.0,Amsterdam Holendrecht Station,719,Station Holendrecht,560,Amsterdam Holendrecht Station,1147,Station Holendrecht,560,Amsterdam Holendrecht Station,695,Station Holendrecht,941,Amsterdam Holendrecht Station,719,Station Holendrecht,560.0,3546.0,18 - 26 years (%),39520.1
saturday,13,0.0,0.0,18.0,0.0,Amsterdamse Poort e.o._13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.7083333333333335,0.0,Amsterdam Bijlmer ArenA Station,378,Station Bijlmer ArenA,378,Amsterdam Bijlmer ArenA Station,411,Station Bijlmer ArenA,411,Amsterdam Bijlmer ArenA Station,671,Station Bijlmer ArenA,671,Amsterdam Bijlmer ArenA Station,378,Station Bijlmer ArenA,378.0,8272.0,27 - 65 years (%),39520.1
saturday,13,15.0,0.0,34.0,0.0,Apollobuurt_13,6.0,12.0,6.0,0.0,0.0,0.0,2.0,16.0,14.0,0.0,0.0,0.0,10.791666666666666,0.0,5.875,0.0,Amsterdam Zuid Station,1142,Station Zuid,1218,Amsterdam Zuid Station,1029,Station Zuid,1343,Amsterdam Zuid Station,1634,De Pijp,2145,Amsterdam Zuid Station,1902,Station Zuid,1253.0,8825.0,27 - 65 years (%),88559.5
saturday,13,0.0,0.0,0.0,0.0,Banne Buiksloot_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Centraal Station,3905,Noorderpark,1436,Amsterdam Centraal Station,4670,Noorderpark,1633,Amsterdam Sloterdijk Station,10657,Noorderpark,1881,Amsterdam Centraal Station,4919,Noorderpark,1436.0,14806.0,27 - 65 years (%),42139.0
saturday,13,0.0,0.0,41.0,0.0,Bellamybuurt_13,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,Amsterdam Lelylaan Station,2814,Postjesweg,1377,Amsterdam Centraal Station,3281,Postjesweg,1495,Amsterdam Lelylaan Station,3136,Postjesweg,1377,Amsterdam Lelylaan Station,3222,Postjesweg,1692.0,6375.0,27 - 65 years (%),41641.0
saturday,13,3.0,4.0,5.0,0.0,Betondorp_13,1.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.5,1.8333333333333333,1.0,0.0,Amsterdam Science Park Station,1839,Station Diemen-Zuid,1727,Amsterdam Science Park Station,2373,Van der Madeweg,2339,Amsterdam Science Park Station,2794,Amstelstation,2642,Amsterdam Science Park Station,1942,Station Diemen-Zuid,2046.0,3082.0,27 - 65 years (%),37269.6
saturday,13,0.0,0.0,0.0,0.0,Bijlmermuseum_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Bijlmer ArenA Station,2284,Kraaiennest station,550,Amsterdam Bijlmer ArenA Station,2388,Kraaiennest station,897,Amsterdam Bijlmer ArenA Station,2816,Kraaiennest station,2014,Amsterdam Bijlmer ArenA Station,2972,Kraaiennest station,550.0,7793.0,27 - 65 years (%),39520.1
saturday,13,0.0,0.0,0.0,0.0,Bloemendalerpolder_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Holendrecht Station,8136,Gaasperplas,5715,Amsterdam Holendrecht Station,9681,Gein,6608,Amsterdam Bijlmer ArenA Station,11060,Gaasperplas,7554,Amsterdam Science Park Station,8681,Gaasperplas,6473.0,4168.0,27 - 65 years (%),39520.1
saturday,13,0.0,0.0,15.0,0.0,Buikslotermeer_13,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,18.833333333333332,0.0,Amsterdam Centraal Station,4279,Noord,1040,Amsterdam Centraal Station,4576,Noord,1355,Amsterdam Muiderpoort Station,7876,Noord,2318,Amsterdam Centraal Station,4040,Noord,1040.0,11794.0,27 - 65 years (%),40916.4
saturday,13,15.0,0.0,29.0,0.0,Buitenveldert-Oost_13,9.0,13.0,4.0,0.0,0.0,0.0,5.0,12.0,7.0,0.0,0.0,0.0,11.791666666666666,0.0,8.208333333333334,0.0,Amsterdam RAI Station,861,Station RAI,861,Amsterdam Zuid Station,1528,Europaplein,1364,Amsterdam RAI Station,1252,Station RAI,1252,Amsterdam RAI Station,861,Station RAI,861.0,8305.0,27 - 65 years (%),49713.2
saturday,13,11.0,2.0,42.0,0.0,Buitenveldert-West_13,13.0,18.0,5.0,0.0,1.0,1.0,12.0,21.0,9.0,0.0,0.0,0.0,16.083333333333332,0.9583333333333334,16.291666666666668,0.0,Amsterdam Zuid Station,994,Station Zuid,1276,Amsterdam Zuid Station,899,Station Zuid,1327,Amsterdam Zuid Station,1562,Amstelveenseweg,2222,Amsterdam Zuid Station,947,Amstelveenseweg,1776.0,14040.0,27 - 65 years (%),51497.7
saturday,13,72.0,0.0,66.0,0.0,Burgwallen-Nieuwe Zijde_13,12.0,45.0,33.0,0.0,0.0,0.0,2.0,21.0,19.0,0.0,0.0,0.0,30.5,0.0,11.041666666666666,0.0,Amsterdam Centraal Station,1139,Rokin,343,Amsterdam Centraal Station,1333,Rokin,751,Amsterdam Centraal Station,2508,Vijzelgracht,2366,Amsterdam Centraal Station,1540,Rokin,343.0,4338.0,27 - 65 years (%),44289.6
saturday,13,35.0,0.0,39.0,0.0,Burgwallen-Oude Zijde_13,12.0,22.0,10.0,0.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,0.0,16.5,0.0,4.25,0.0,Amsterdam Centraal Station,588,Nieuwmarkt,380,Amsterdam Centraal Station,874,Nieuwmarkt,380,Amsterdam Muiderpoort Station,4249,Waterlooplein,2185,Amsterdam Centraal Station,588,Nieuwmarkt,380.0,4569.0,27 - 65 years (%),43223.4
saturday,13,12.0,0.0,31.0,0.0,Centrale Markt_13,0.0,8.0,8.0,0.0,0.0,0.0,13.0,20.0,7.0,0.0,0.0,0.0,4.041666666666667,0.0,16.0,0.0,Amsterdam Centraal Station,3132,Jan van Galenstraat,1553,Amsterdam Centraal Station,4149,Jan van Galenstraat,1953,Amsterdam Sloterdijk Station,2866,Jan van Galenstraat,1925,Amsterdam Sloterdijk Station,3740,Jan van Galenstraat,1728.0,2339.0,27 - 65 years (%),47928.4
saturday,13,3.0,0.0,39.0,0.0,Chassébuurt_13,6.0,8.0,2.0,1.0,1.0,0.0,1.0,11.0,10.0,0.0,0.0,0.0,7.708333333333333,1.0,6.833333333333333,0.0,Amsterdam Lelylaan Station,2621,Postjesweg,1184,Amsterdam Lelylaan Station,3095,Postjesweg,1184,Amsterdam Lelylaan Station,3421,Jan van Galenstraat,1394,Amsterdam Lelylaan Station,2829,Postjesweg,1298.0,6061.0,27 - 65 years (%),42976.8
