week_day,day,bicycle_flux,cargo_bicycle_flux,moped_flux,scooter_flux,id,bicycle_min,bicycle_max,bicycle_diff,cargo_bicycle_min,cargo_bicycle_max,cargo_bicycle_diff,moped_min,moped_max,moped_diff,scooter_min,scooter_max,scooter_diff,bicycle_avg,cargo_bicycle_avg,moped_avg,scooter_avg,nearest_train_station_name_walking,nearest_train_station_distance_walking,nearest_metro_station_name_walking,nearest_metro_station_distance_walking,nearest_train_station_name_bicycling,nearest_train_station_distance_bicycling,nearest_metro_station_name_bicycling,nearest_metro_station_distance_bicycling,nearest_train_station_name_driving,nearest_train_station_distance_driving,nearest_metro_station_name_driving,nearest_metro_station_distance_driving,nearest_train_station_name_transit,nearest_train_station_distance_transit,nearest_metro_station_name_transit,nearest_metro_station_distance_transit,population,highest_percentage_age,predicted_mean_disposable_household_income
wednesday,10,0.0,0.0,0.0,0.0,Aetsveld/Oostelijke Vechtoever_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Holendrecht Station,10364,Gaasperplas,7942,Amsterdam Holendrecht Station,10576,Gaasperplas,8031,Amsterdam Bijlmer ArenA Station,11934,Gaasperplas,7997,Amsterdam Bijlmer ArenA Station,13299,Gaasperplas,8753.0,4402.0,27 - 65 years (%),39520.1
wednesday,10,0.0,0.0,45.0,0.0,Amstel III/Bullewijk_10,0.0,0.0,0.0,0.0,0.0,0.0,11.0,36.0,25.0,0.0,0.0,0.0,0.0,0.0,26.125,0.0,Amsterdam Holendrecht Station,719,Station Holendrecht,560,Amsterdam Holendrecht Station,1147,Station Holendrecht,560,Amsterdam Holendrecht Station,695,Station Holendrecht,941,Amsterdam Holendrecht Station,719,Station Holendrecht,560.0,3546.0,18 - 26 years (%),39520.1
wednesday,10,0.0,0.0,22.0,0.0,Amsterdamse Poort e.o._10,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,Amsterdam Bijlmer ArenA Station,378,Station Bijlmer ArenA,378,Amsterdam Bijlmer ArenA Station,411,Station Bijlmer ArenA,411,Amsterdam Bijlmer ArenA Station,671,Station Bijlmer ArenA,671,Amsterdam Bijlmer ArenA Station,378,Station Bijlmer ArenA,378.0,8272.0,27 - 65 years (%),39520.1
wednesday,10,8.0,0.0,49.0,0.0,Apollobuurt_10,6.0,11.0,5.0,0.0,0.0,0.0,3.0,18.0,15.0,0.0,0.0,0.0,9.0,0.0,8.583333333333334,0.0,Amsterdam Zuid Station,1142,Station Zuid,1218,Amsterdam Zuid Station,1029,Station Zuid,1343,Amsterdam Zuid Station,1634,De Pijp,2145,Amsterdam Zuid Station,1902,Station Zuid,1253.0,8825.0,27 - 65 years (%),88559.5
wednesday,10,0.0,0.0,0.0,0.0,Banne Buiksloot_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Centraal Station,3905,Noorderpark,1436,Amsterdam Centraal Station,4670,Noorderpark,1633,Amsterdam Sloterdijk Station,10657,Noorderpark,1881,Amsterdam Centraal Station,4919,Noorderpark,1436.0,14806.0,27 - 65 years (%),42139.0
wednesday,10,0.0,0.0,34.0,0.0,Bellamybuurt_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,5.875,0.0,Amsterdam Lelylaan Station,2814,Postjesweg,1377,Amsterdam Centraal Station,3281,Postjesweg,1495,Amsterdam Lelylaan Station,3136,Postjesweg,1377,Amsterdam Lelylaan Station,3222,Postjesweg,1692.0,6375.0,27 - 65 years (%),41641.0
wednesday,10,2.0,3.0,6.0,0.0,Betondorp_10,2.0,3.0,1.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,2.875,1.1666666666666667,1.6666666666666667,0.0,Amsterdam Science Park Station,1839,Station Diemen-Zuid,1727,Amsterdam Science Park Station,2373,Van der Madeweg,2339,Amsterdam Science Park Station,2794,Amstelstation,2642,Amsterdam Science Park Station,1942,Station Diemen-Zuid,2046.0,3082.0,27 - 65 years (%),37269.6
wednesday,10,0.0,0.0,0.0,0.0,Bijlmermuseum_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Bijlmer ArenA Station,2284,Kraaiennest station,550,Amsterdam Bijlmer ArenA Station,2388,Kraaiennest station,897,Amsterdam Bijlmer ArenA Station,2816,Kraaiennest station,2014,Amsterdam Bijlmer ArenA Station,2972,Kraaiennest station,550.0,7793.0,27 - 65 years (%),39520.1
wednesday,10,0.0,0.0,0.0,0.0,Bloemendalerpolder_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Holendrecht Station,8136,Gaasperplas,5715,Amsterdam Holendrecht Station,9681,Gein,6608,Amsterdam Bijlmer ArenA Station,11060,Gaasperplas,7554,Amsterdam Science Park Station,8681,Gaasperplas,6473.0,4168.0,27 - 65 years (%),39520.1
wednesday,10,0.0,0.0,12.0,0.0,Buikslotermeer_10,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,Amsterdam Centraal Station,4279,Noord,1040,Amsterdam Centraal Station,4576,Noord,1355,Amsterdam Muiderpoort Station,7876,Noord,2318,Amsterdam Centraal Station,4040,Noord,1040.0,11794.0,27 - 65 years (%),40916.4
wednesday,10,10.0,0.0,24.0,0.0,Buitenveldert-Oost_10,8.0,14.0,6.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,11.291666666666666,0.0,4.208333333333333,0.0,Amsterdam RAI Station,861,Station RAI,861,Amsterdam Zuid Station,1528,Europaplein,1364,Amsterdam RAI Station,1252,Station RAI,1252,Amsterdam RAI Station,861,Station RAI,861.0,8305.0,27 - 65 years (%),49713.2
wednesday,10,9.0,0.0,46.0,0.0,Buitenveldert-West_10,15.0,19.0,4.0,1.0,1.0,0.0,15.0,30.0,15.0,0.0,0.0,0.0,16.208333333333332,1.0,21.291666666666668,0.0,Amsterdam Zuid Station,994,Station Zuid,1276,Amsterdam Zuid Station,899,Station Zuid,1327,Amsterdam Zuid Station,1562,Amstelveenseweg,2222,Amsterdam Zuid Station,947,Amstelveenseweg,1776.0,14040.0,27 - 65 years (%),51497.7
wednesday,10,42.0,0.0,65.0,0.0,Burgwallen-Nieuwe Zijde_10,26.0,50.0,24.0,0.0,0.0,0.0,5.0,24.0,19.0,0.0,0.0,0.0,34.5,0.0,15.833333333333334,0.0,Amsterdam Centraal Station,1139,Rokin,343,Amsterdam Centraal Station,1333,Rokin,751,Amsterdam Centraal Station,2508,Vijzelgracht,2366,Amsterdam Centraal Station,1540,Rokin,343.0,4338.0,27 - 65 years (%),44289.6
wednesday,10,38.0,0.0,26.0,0.0,Burgwallen-Oude Zijde_10,4.0,25.0,21.0,0.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,0.0,14.916666666666666,0.0,3.9166666666666665,0.0,Amsterdam Centraal Station,588,Nieuwmarkt,380,Amsterdam Centraal Station,874,Nieuwmarkt,380,Amsterdam Muiderpoort Station,4249,Waterlooplein,2185,Amsterdam Centraal Station,588,Nieuwmarkt,380.0,4569.0,27 - 65 years (%),43223.4
wednesday,10,1.0,0.0,32.0,0.0,Centrale Markt_10,4.0,5.0,1.0,0.0,0.0,0.0,11.0,22.0,11.0,0.0,0.0,0.0,4.041666666666667,0.0,14.333333333333334,0.0,Amsterdam Centraal Station,3132,Jan van Galenstraat,1553,Amsterdam Centraal Station,4149,Jan van Galenstraat,1953,Amsterdam Sloterdijk Station,2866,Jan van Galenstraat,1925,Amsterdam Sloterdijk Station,3740,Jan van Galenstraat,1728.0,2339.0,27 - 65 years (%),47928.4
wednesday,10,9.0,0.0,30.0,0.0,Chassébuurt_10,3.0,6.0,3.0,1.0,1.0,0.0,1.0,14.0,13.0,0.0,0.0,0.0,4.25,1.0,6.75,0.0,Amsterdam Lelylaan Station,2621,Postjesweg,1184,Amsterdam Lelylaan Station,3095,Postjesweg,1184,Amsterdam Lelylaan Station,3421,Jan van Galenstraat,1394,Amsterdam Lelylaan Station,2829,Postjesweg,1298.0,6061.0,27 - 65 years (%),42976.8
wednesday,10,1.0,0.0,28.0,0.0,Coenhaven/Minervahaven_10,4.0,5.0,1.0,0.0,0.0,0.0,8.0,21.0,13.0,0.0,0.0,0.0,4.333333333333333,0.0,12.208333333333334,0.0,Amsterdam Lelylaan Station,2621,Postjesweg,1184,Amsterdam Sloterdijk Station,5352,Isolatorweg,4761,Amsterdam Sloterdijk Station,4463,Station Sloterdijk,3327,Amsterdam Lelylaan Station,2829,Postjesweg,1298.0,974.0,18 - 26 years (%),39520.1
wednesday,10,0.0,0.0,37.0,0.0,Da Costabuurt_10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,Amsterdam Centraal Station,2509,Rokin,1633,Amsterdam Centraal Station,2524,Rokin,1729,Amsterdam Zuid Station,3809,Vijzelgracht,2509,Amsterdam Centraal Station,2521,Rokin,2276.0,4742.0,27 - 65 years (%),45726.8
wednesday,10,8.0,10.0,36.0,0.0,Dapperbuurt_10,5.0,9.0,4.0,2.0,5.0,3.0,3.0,15.0,12.0,0.0,0.0,0.0,7.125,3.25,8.333333333333334,0.0,Amsterdam Muiderpoort Station,419,Weesperplein,1614,Amsterdam Muiderpoort Station,426,Wibautstraat,1854,Amsterdam Muiderpoort Station,497,Weesperplein,1832,Amsterdam Muiderpoort Station,419,Weesperplein,1735.0,9996.0,27 - 65 years (%),40904.8
wednesday,10,0.0,0.0,11.0,0.0,De Aker_10,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,Amsterdam Lelylaan Station,4076,Station Lelylaan,4113,Amsterdam Lelylaan Station,4313,Station Lelylaan,4298,Amsterdam Lelylaan Station,4867,Station Lelylaan,4433,Amsterdam Lelylaan Station,4805,Station Lelylaan,4756.0,14436.0,27 - 65 years (%),54762.2
wednesday,10,2.0,0.0,14.0,0.0,De Kolenkit_10,6.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,7.208333333333333,0.0,2.0833333333333335,0.0,Amsterdam Sloterdijk Station,1393,Burg. De Vlugtlaan,262,Amsterdam Sloterdijk Station,2001,Burg. De Vlugtlaan,260,Amsterdam Sloterdijk Station,1854,Burg. De Vlugtlaan,260,Amsterdam Sloterdijk Station,1384,Burg. De Vlugtlaan,262.0,11771.0,27 - 65 years (%),39055.0
wednesday,10,0.0,0.0,6.0,0.0,De Punt_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,Amsterdam Lelylaan Station,3899,Station Lelylaan,3804,Amsterdam Lelylaan Station,4171,Station Lelylaan,3943,Amsterdam Lelylaan Station,4955,Station Lelylaan,4521,Amsterdam Lelylaan Station,4079,Station Lelylaan,4030.0,6334.0,27 - 65 years (%),41418.7
wednesday,10,40.0,0.0,28.0,0.0,De Weteringschans_10,15.0,22.0,7.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0,19.0,0.0,4.541666666666667,0.0,Amsterdam Centraal Station,2287,Vijzelgracht,124,Amsterdam Centraal Station,2532,Vijzelgracht,258,Amsterdam Muiderpoort Station,3604,Vijzelgracht,1120,Amsterdam Centraal Station,2540,Vijzelgracht,124.0,7554.0,27 - 65 years (%),56162.1
wednesday,10,0.0,0.0,0.0,0.0,Driemond_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Holendrecht Station,5249,Gaasperplas,2828,Amsterdam Holendrecht Station,5428,Gaasperplas,2882,Amsterdam Bijlmer ArenA Station,7092,Gaasperplas,3154,Amsterdam Bijlmer ArenA Station,7443,Gaasperplas,2897.0,1689.0,27 - 65 years (%),52914.4
wednesday,10,4.0,0.0,5.0,0.0,Elzenhagen_10,2.0,6.0,4.0,0.0,0.0,0.0,13.0,15.0,2.0,0.0,0.0,0.0,3.3333333333333335,0.0,14.0,0.0,Amsterdam Centraal Station,3983,Noord,1022,Amsterdam Centraal Station,4056,Noord,1615,Amsterdam Muiderpoort Station,11650,Noord,1989,Amsterdam Centraal Station,3807,Noord,1022.0,5261.0,27 - 65 years (%),58212.3
wednesday,10,0.0,0.0,30.0,0.0,Erasmuspark_10,2.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,0.0,0.0,0.0,2.0,0.0,5.083333333333333,0.0,Amsterdam Sloterdijk Station,2333,Jan van Galenstraat,198,Amsterdam Lelylaan Station,3388,Jan van Galenstraat,503,Amsterdam Sloterdijk Station,2281,Burg. De Vlugtlaan,1081,Amsterdam Sloterdijk Station,2850,Jan van Galenstraat,198.0,5745.0,27 - 65 years (%),42797.4
wednesday,10,11.0,10.0,39.0,0.0,Frankendael_10,24.0,29.0,5.0,1.0,6.0,5.0,4.0,18.0,14.0,0.0,0.0,0.0,25.541666666666668,4.958333333333333,8.875,0.0,Amsterdam Muiderpoort Station,1589,Amstelstation,647,Amsterdam Muiderpoort Station,1895,Amstelstation,723,Amsterdam Muiderpoort Station,2688,Amstelstation,702,Amsterdam Muiderpoort Station,2160,Amstelstation,647.0,12580.0,27 - 65 years (%),43951.8
wednesday,10,10.0,0.0,29.0,0.0,Frederik Hendrikbuurt_10,3.0,7.0,4.0,0.0,0.0,0.0,1.0,15.0,14.0,0.0,0.0,0.0,4.583333333333333,0.0,8.0,0.0,Amsterdam Centraal Station,2446,Jan van Galenstraat,1591,Amsterdam Centraal Station,2899,Jan van Galenstraat,1607,Amsterdam Centraal Station,3114,Jan van Galenstraat,1607,Amsterdam Centraal Station,3736,Jan van Galenstraat,1749.0,8198.0,27 - 65 years (%),42805.4
wednesday,10,0.0,0.0,0.0,0.0,Ganzenhoef e.o._10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Bijlmer ArenA Station,2500,Station Ganzenhoef,244,Amsterdam Bijlmer ArenA Station,2864,Station Ganzenhoef,300,Amsterdam Bijlmer ArenA Station,2761,Station Ganzenhoef,276,Amsterdam Bijlmer ArenA Station,2844,Station Ganzenhoef,244.0,7716.0,27 - 65 years (%),39520.1
wednesday,10,0.0,0.0,0.0,0.0,Geerdinkhof/Kantershof_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Bijlmer ArenA Station,3356,Kraaiennest station,821,Amsterdam Bijlmer ArenA Station,3817,Kraaiennest station,831,Amsterdam Bijlmer ArenA Station,3758,Kraaiennest station,1056,Amsterdam Bijlmer ArenA Station,3698,Kraaiennest station,821.0,7157.0,27 - 65 years (%),39520.1
wednesday,10,0.0,0.0,0.0,0.0,Gein_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Holendrecht Station,2632,Gein,0,Amsterdam Holendrecht Station,2717,Gein,0,Amsterdam Holendrecht Station,3418,Gein,0,Amsterdam Holendrecht Station,2724,Station Zuid,2383.0,11221.0,27 - 65 years (%),43934.6
wednesday,10,2.0,0.0,37.0,0.0,Geuzenbuurt_10,0.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,11.0,0.0,0.0,0.0,0.5833333333333334,1.0,6.75,0.0,Amsterdam Centraal Station,1516,Waterlooplein,121,Amsterdam Centraal Station,1504,Waterlooplein,138,Amsterdam Muiderpoort Station,2836,Waterlooplein,134,Amsterdam Lelylaan Station,3609,Waterlooplein,121.0,6625.0,27 - 65 years (%),44274.6
wednesday,10,16.0,0.0,32.0,0.0,Geuzenveld_10,0.0,16.0,16.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,15.333333333333334,0.0,8.75,0.0,Amsterdam Sloterdijk Station,3561,Burg. De Vlugtlaan,2891,Amsterdam Sloterdijk Station,3643,Burg. De Vlugtlaan,2886,Amsterdam Sloterdijk Station,3894,Burg. De Vlugtlaan,3187,Amsterdam Sloterdijk Station,4517,Burg. De Vlugtlaan,3502.0,18959.0,27 - 65 years (%),39520.1
wednesday,10,0.0,1.0,40.0,0.0,Grachtengordel-West_10,0.0,0.0,0.0,0.0,1.0,1.0,6.0,17.0,11.0,0.0,0.0,0.0,0.0,0.6666666666666666,9.625,0.0,Amsterdam Centraal Station,1131,Centraal Station,1131,Amsterdam Centraal Station,1342,Centraal Station,1342,Amsterdam Centraal Station,1475,Centraal Station,1475,Amsterdam Centraal Station,1826,Rokin,1191.0,6585.0,27 - 65 years (%),66560.2
wednesday,10,0.0,0.0,62.0,0.0,Grachtengordel-Zuid_10,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,14.708333333333334,0.0,Amsterdam Centraal Station,1675,Rokin,509,Amsterdam Centraal Station,2143,Rokin,509,Amsterdam Centraal Station,3060,Vijzelgracht,1319,Amsterdam Centraal Station,1947,Rokin,509.0,5865.0,27 - 65 years (%),70305.4
wednesday,10,0.0,0.0,3.0,0.0,H-buurt_10,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,Amsterdam Centraal Station,1516,Waterlooplein,121,Amsterdam Centraal Station,1504,Waterlooplein,138,Amsterdam Muiderpoort Station,2836,Waterlooplein,134,Amsterdam Lelylaan Station,3609,Waterlooplein,121.0,7594.0,27 - 65 years (%),39520.1
wednesday,10,0.0,6.0,39.0,0.0,Haarlemmerbuurt_10,0.0,0.0,0.0,0.0,2.0,2.0,10.0,22.0,12.0,0.0,0.0,0.0,0.0,0.5833333333333334,15.125,0.0,Amsterdam Centraal Station,1301,Centraal Station,1301,Amsterdam Centraal Station,1397,Centraal Station,1397,Amsterdam Centraal Station,2207,Centraal Station,2207,Amsterdam Centraal Station,1980,Centraal Station,1980.0,9136.0,27 - 65 years (%),48978.1
wednesday,10,0.0,0.0,0.0,0.0,Havens-West_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Centraal Station,1301,Centraal Station,1301,Amsterdam Sloterdijk Station,5517,Station Sloterdijk,5098,Amsterdam Sloterdijk Station,5428,Station Sloterdijk,5015,Amsterdam Sloterdijk Station,11295,Station Sloterdijk,11289.0,35.0,66 + years (%),39520.1
wednesday,10,0.0,0.0,36.0,0.0,Helmersbuurt_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,6.916666666666667,0.0,Amsterdam Centraal Station,3147,Vijzelgracht,1697,Amsterdam Zuid Station,3318,Vijzelgracht,1977,Amsterdam Zuid Station,3306,Postjesweg,2518,Amsterdam Lelylaan Station,3350,Vijzelgracht,1890.0,7495.0,27 - 65 years (%),50312.9
wednesday,10,0.0,0.0,0.0,0.0,Holendrecht_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Holendrecht Station,103,Station Holendrecht,0,Amsterdam Holendrecht Station,103,Station Holendrecht,0,Amsterdam Holendrecht Station,433,Station Holendrecht,0,Amsterdam Holendrecht Station,103,Reigersbos,1497.0,9506.0,27 - 65 years (%),39520.1
wednesday,10,4.0,0.0,51.0,0.0,Hoofddorppleinbuurt_10,8.0,10.0,2.0,0.0,0.0,0.0,13.0,30.0,17.0,0.0,0.0,0.0,9.916666666666666,0.0,21.458333333333332,0.0,Amsterdam Lelylaan Station,1722,Heemstedestraat,1204,Amsterdam Lelylaan Station,1759,Heemstedestraat,1126,Amsterdam Lelylaan Station,1690,Heemstedestraat,1126,Amsterdam Zuid Station,3112,Heemstedestraat,1255.0,11763.0,27 - 65 years (%),49035.6
wednesday,10,8.0,0.0,53.0,0.0,Hoofdweg e.o._10,2.0,8.0,6.0,0.0,0.0,0.0,1.0,23.0,22.0,0.0,0.0,0.0,5.791666666666667,0.0,9.916666666666666,0.0,Amsterdam Lelylaan Station,2245,Jan van Galenstraat,718,Amsterdam Lelylaan Station,2594,Postjesweg,1054,Amsterdam Lelylaan Station,2812,Postjesweg,1054,Amsterdam Sloterdijk Station,2974,Jan van Galenstraat,718.0,10148.0,27 - 65 years (%),40283.8
wednesday,10,0.0,0.0,19.0,0.0,Houthavens_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,2.2916666666666665,1.0,Amsterdam Centraal Station,2359,Centraal Station,2359,Amsterdam Centraal Station,2308,Centraal Station,2308,Amsterdam Centraal Station,2276,Centraal Station,2276,Amsterdam Centraal Station,2906,Centraal Station,2906.0,4661.0,27 - 65 years (%),49714.7
wednesday,10,0.0,0.0,0.0,0.0,IJburg-Oost_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Science Park Station,4249,Station Diemen-Zuid,5990,Amsterdam Science Park Station,4365,Verrijn Stuartweg,6286,Amsterdam Muiderpoort Station,6045,Verrijn Stuartweg,7355,Amsterdam Muiderpoort Station,6209,Centraal Station,7768.0,622.0,27 - 65 years (%),39520.1
wednesday,10,4.0,8.0,25.0,0.0,IJburg-West_10,12.0,14.0,2.0,1.0,7.0,6.0,19.0,25.0,6.0,0.0,0.0,0.0,13.25,4.041666666666667,22.291666666666668,0.0,Amsterdam Science Park Station,3678,Station Diemen-Zuid,5419,Amsterdam Science Park Station,3793,Verrijn Stuartweg,5715,Amsterdam Muiderpoort Station,5473,Waterlooplein,7405,Amsterdam Muiderpoort Station,5549,Centraal Station,7109.0,16306.0,27 - 65 years (%),59588.1
wednesday,10,1.0,5.0,17.0,0.0,IJburg-Zuid_10,6.0,7.0,1.0,0.0,2.0,2.0,23.0,28.0,5.0,0.0,0.0,0.0,6.083333333333333,0.4583333333333333,24.625,0.0,Amsterdam Science Park Station,4932,Station Ganzenhoef,6088,Amsterdam Science Park Station,5148,Verrijn Stuartweg,6724,Amsterdam Muiderpoort Station,7002,Verrijn Stuartweg,6439,Amsterdam Muiderpoort Station,6940,Station Ganzenhoef,7204.0,8206.0,27 - 65 years (%),54624.5
wednesday,10,0.0,0.0,15.0,0.0,IJplein/Vogelbuurt_10,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,5.958333333333333,0.0,Amsterdam Centraal Station,1391,Centraal Station,1391,Amsterdam Centraal Station,1407,Centraal Station,1407,Amsterdam Muiderpoort Station,13095,Noord,2042,Amsterdam Centraal Station,1383,Centraal Station,1383.0,7943.0,27 - 65 years (%),38778.2
wednesday,10,0.0,4.0,26.0,0.0,IJselbuurt_10,0.0,0.0,0.0,6.0,7.0,1.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,6.875,3.375,0.0,Amsterdam Centraal Station,1516,Waterlooplein,121,Amsterdam Centraal Station,1504,Waterlooplein,138,Amsterdam Muiderpoort Station,2836,Waterlooplein,134,Amsterdam Lelylaan Station,3609,Waterlooplein,121.0,5227.0,27 - 65 years (%),42449.9
wednesday,10,4.0,3.0,11.0,0.0,Indische Buurt-Oost_10,2.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,2.9583333333333335,1.4166666666666667,2.5416666666666665,0.0,Amsterdam Muiderpoort Station,772,Weesperplein,2395,Amsterdam Muiderpoort Station,759,Weesperplein,2652,Amsterdam Muiderpoort Station,759,Wibautstraat,2672,Amsterdam Muiderpoort Station,806,Wibautstraat,2955.0,9810.0,27 - 65 years (%),39530.3
wednesday,10,2.0,11.0,43.0,0.0,Indische Buurt-West_10,3.0,5.0,2.0,1.0,3.0,2.0,1.0,15.0,14.0,0.0,0.0,0.0,3.2916666666666665,1.9583333333333333,8.333333333333334,0.0,Amsterdam Muiderpoort Station,534,Weesperplein,2133,Amsterdam Muiderpoort Station,534,Weesperplein,2385,Amsterdam Muiderpoort Station,585,Weesperplein,2392,Amsterdam Muiderpoort Station,534,Wibautstraat,2699.0,12271.0,27 - 65 years (%),39946.9
wednesday,10,0.0,0.0,67.0,0.0,Jordaan_10,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,29.0,0.0,0.0,0.0,0.0,0.0,22.666666666666668,0.0,Amsterdam Centraal Station,1719,Rokin,1244,Amsterdam Centraal Station,1780,Rokin,1531,Amsterdam Centraal Station,2005,Centraal Station,2005,Amsterdam Centraal Station,1777,Rokin,1532.0,19551.0,27 - 65 years (%),45338.3
wednesday,10,0.0,0.0,0.0,0.0,K-buurt_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Bijlmer ArenA Station,3057,Kraaiennest station,401,Amsterdam Bijlmer ArenA Station,3381,Kraaiennest station,413,Amsterdam Bijlmer ArenA Station,3104,Kraaiennest station,401,Amsterdam Bijlmer ArenA Station,3871,Kraaiennest station,401.0,7436.0,27 - 65 years (%),39520.1
wednesday,10,0.0,0.0,0.0,0.0,Kadoelen_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam Centraal Station,5826,Noorderpark,3573,Amsterdam Centraal Station,5481,Noorderpark,3647,Amsterdam Sloterdijk Station,9889,Noorderpark,3814,Amsterdam Centraal Station,6670,Noorderpark,3732.0,3565.0,27 - 65 years (%),53436.1
wednesday,10,5.0,0.0,62.0,0.0,Landlust_10,16.0,20.0,4.0,0.0,0.0,0.0,2.0,25.0,23.0,0.0,0.0,0.0,18.208333333333332,0.0,15.083333333333334,0.0,Amsterdam Sloterdijk Station,1770,Jan van Galenstraat,1271,Amsterdam Sloterdijk Station,1948,Station Sloterdijk,1685,Amsterdam Sloterdijk Station,1839,Station Sloterdijk,1776,Amsterdam Sloterdijk Station,2045,Jan van Galenstraat,1271.0,18646.0,27 - 65 years (%),40605.4
wednesday,10,0.0,0.0,16.0,0.0,Lutkemeer/Ookmeer_10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,Amsterdam Lelylaan Station,6902,Station Lelylaan,6806,Amsterdam Lelylaan Station,6631,Station Lelylaan,6616,Amsterdam Sloterdijk Station,8376,Henk Sneevlietweg,7970,Amsterdam Lelylaan Station,7328,Station Lelylaan,7279.0,1252.0,27 - 65 years (%),57204.5
wednesday,10,6.0,5.0,53.0,0.0,Middenmeer_10,10.0,12.0,2.0,4.0,6.0,2.0,11.0,26.0,15.0,0.0,0.0,0.0,10.875,5.083333333333333,20.291666666666668,0.0,Amsterdam Science Park Station,376,Amstelstation,2726,Amsterdam Science Park Station,913,Amstelstation,2698,Amsterdam Science Park Station,1246,Amstelstation,4148,Amsterdam Science Park Station,376,Amstelstation,3195.0,15708.0,27 - 65 years (%),56245.0
