Feature,Importance
index_Weesp Binnenstad/Zuid,0.0
age_group_66 + years (%),0.0
transit_Kraaiennest station,0.0
index_Weesp-Noordwest,0.0
bicycling_Gaasperplas,0.0
index_Driemond,0.0
index_Havens-West,0.0
driving_Gaasperplas,0.0
index_Reigersbos,0.0
index_Geerdinkhof/Kantershof,0.0
index_Da Costabuurt,0.0
index_Bijlmermuseum,0.0
walking_Gaasperplas,0.0
bicycling_Station Ganzenhoef,0.0
index_Nellestein,0.0
bicycling_Kraaiennest station,0.0
driving_Reigersbos,0.0
