Feature,Importance
walking_Isolatorweg,7.281513339048249e-06
driving_Noorderpark,7.27434277694094e-06
index_Oostzanerwerf,7.0105838628175735e-06
transit_Isolatorweg,6.004194129287006e-06
index_Indische Buurt-Oost,5.706364525931578e-06
walking_Station RAI,5.694582977576553e-06
walking_Venserpolder,5.0502182978631335e-06
index_Westlandgracht,4.814278279033533e-06
driving_Kraaiennest station,4.020950375493069e-06
index_Osdorp-Oost,3.968023032374602e-06
walking_Amsterdam Bijlmer ArenA Station,3.918275008151502e-06
index_Nieuwmarkt/Lastage,3.23797723411935e-06
index_Erasmuspark,2.637115068253018e-06
index_Houthavens,2.2085611546948785e-06
index_Geuzenveld,1.7472570768947204e-06
bicycling_Reigersbos,1.0912539561676275e-06
index_Tuindorp Oostzaan,9.569320772075604e-07
index_Havens-West,5.106933064818614e-07
index_Waterlandpleinbuurt,3.984538658605238e-07
bicycling_Noord,2.953617320315359e-07
age_group_66 + years (%),2.2562851150589822e-07
index_Nieuwendammerdijk/Buiksloterdijk,1.9820746903912827e-07
walking_Noord,1.827147485102353e-07
index_Waterland,1.3761769803883188e-07
index_Banne Buiksloot,2.9173362024577854e-08
index_IJburg-Oost,1.2246665188992689e-08
transit_Reigersbos,1.1773671206785827e-08
transit_Noord,1.147972221596406e-08
index_Holendrecht,1.083378929654756e-08
index_Kadoelen,1.0517422436767475e-08
index_Bloemendalerpolder,4.361092756446006e-09
walking_Reigersbos,3.1502398422917864e-09
index_Weesp Binnenstad/Zuid,0.0
index_Weesp-Noordwest,0.0
driving_Gaasperplas,0.0
index_Tuindorp Nieuwendam,0.0
bicycling_Gaasperplas,0.0
bicycling_Station Ganzenhoef,0.0
index_Geerdinkhof/Kantershof,0.0
driving_Station Ganzenhoef,0.0
index_Reigersbos,0.0
index_K-buurt,0.0
index_Driemond,0.0
index_Ganzenhoef e.o.,0.0
index_Nellestein,0.0
driving_Reigersbos,0.0
