0,1,Polygon
moped,1.0,0
moped,6.0,1
bicycle,2.0,2
moped,7.0,2
moped,8.0,3
moped,15.0,4
moped,6.0,5
bicycle,3.0,6
cargo_bicycle,1.0,6
moped,2.0,6
bicycle,4.0,8
moped,8.0,8
bicycle,4.0,9
cargo_bicycle,1.0,9
moped,5.0,9
bicycle,2.0,10
cargo_bicycle,11.0,10
moped,2.0,10
cargo_bicycle,5.0,11
moped,4.0,11
cargo_bicycle,7.0,12
moped,9.0,12
moped,1.0,13
bicycle,4.0,14
moped,1.0,14
bicycle,20.0,15
cargo_bicycle,2.0,15
moped,50.0,15
bicycle,27.0,16
moped,20.0,16
bicycle,15.0,17
moped,6.0,17
moped,1.0,18
moped,3.0,19
moped,2.0,20
cargo_bicycle,1.0,21
moped,9.0,21
bicycle,18.0,22
moped,14.0,22
moped,14.0,23
moped,5.0,24
bicycle,12.0,25
moped,4.0,25
bicycle,18.0,26
moped,30.0,26
bicycle,16.0,27
cargo_bicycle,12.0,27
moped,39.0,27
bicycle,3.0,28
cargo_bicycle,1.0,28
moped,3.0,28
bicycle,11.0,29
cargo_bicycle,2.0,29
moped,4.0,29
cargo_bicycle,2.0,30
moped,5.0,30
bicycle,4.0,31
cargo_bicycle,4.0,31
moped,2.0,31
bicycle,5.0,32
cargo_bicycle,1.0,32
moped,3.0,32
bicycle,5.0,33
cargo_bicycle,3.0,33
moped,11.0,33
bicycle,11.0,34
cargo_bicycle,5.0,34
moped,23.0,34
bicycle,2.0,36
moped,26.0,36
bicycle,11.0,37
cargo_bicycle,5.0,37
moped,12.0,37
bicycle,12.0,38
cargo_bicycle,5.0,38
moped,13.0,38
bicycle,5.0,39
cargo_bicycle,1.0,39
moped,3.0,39
bicycle,4.0,40
cargo_bicycle,4.0,40
moped,24.0,40
bicycle,27.0,41
moped,21.0,41
bicycle,5.0,42
moped,3.0,42
bicycle,4.0,43
moped,10.0,43
moped,14.0,44
moped,13.0,45
bicycle,12.0,46
moped,6.0,46
cargo_bicycle,1.0,47
moped,4.0,47
cargo_bicycle,2.0,48
moped,3.0,48
bicycle,6.0,50
cargo_bicycle,1.0,50
moped,2.0,50
moped,1.0,54
bicycle,10.0,55
moped,7.0,55
moped,14.0,56
cargo_bicycle,1.0,58
moped,8.0,59
bicycle,17.0,65
moped,10.0,65
bicycle,21.0,67
moped,9.0,67
bicycle,8.0,69
moped,5.0,69
bicycle,2.0,70
moped,8.0,70
moped,2.0,71
moped,10.0,72
moped,1.0,73
bicycle,4.0,74
cargo_bicycle,3.0,74
moped,2.0,74
moped,12.0,75
moped,1.0,76
bicycle,2.0,85
moped,17.0,85
bicycle,2.0,86
cargo_bicycle,1.0,86
moped,10.0,86
bicycle,1.0,87
moped,2.0,87
bicycle,12.0,88
moped,17.0,88
bicycle,2.0,94
moped,2.0,94
bicycle,1.0,95
cargo_bicycle,2.0,95
moped,17.0,95
moped,26.0,96
moped,9.0,97
scooter,1.0,97
bicycle,3.0,98
moped,3.0,98
bicycle,5.0,99
moped,21.0,99
bicycle,1.0,100
moped,6.0,100
bicycle,3.0,101
moped,23.0,101
moped,14.0,102
moped,33.0,103
bicycle,3.0,104
moped,1.0,104
moped,6.0,105
bicycle,3.0,106
cargo_bicycle,1.0,106
moped,5.0,106
bicycle,1.0,107
moped,9.0,107
bicycle,1.0,108
moped,2.0,108
