0,1,Polygon
moped,4.0,0
bicycle,6.0,2
moped,2.0,2
moped,3.0,3
moped,13.0,4
cargo_bicycle,5.0,5
moped,14.0,5
bicycle,6.0,6
cargo_bicycle,3.0,6
moped,1.0,6
bicycle,11.0,8
moped,13.0,8
bicycle,8.0,9
moped,10.0,9
bicycle,5.0,10
cargo_bicycle,8.0,10
moped,12.0,10
cargo_bicycle,6.0,11
moped,2.0,11
cargo_bicycle,4.0,12
moped,4.0,12
moped,2.0,13
bicycle,9.0,14
moped,4.0,14
bicycle,25.0,15
cargo_bicycle,1.0,15
moped,81.0,15
bicycle,21.0,16
cargo_bicycle,1.0,16
moped,11.0,16
bicycle,15.0,17
moped,3.0,17
moped,5.0,18
moped,3.0,19
moped,2.0,20
moped,6.0,21
bicycle,18.0,22
moped,5.0,22
moped,9.0,23
cargo_bicycle,1.0,24
moped,5.0,24
bicycle,3.0,25
moped,6.0,25
bicycle,9.0,26
moped,41.0,26
bicycle,47.0,27
cargo_bicycle,9.0,27
moped,19.0,27
bicycle,4.0,28
cargo_bicycle,3.0,28
moped,11.0,28
bicycle,17.0,29
cargo_bicycle,3.0,29
moped,9.0,29
bicycle,5.0,30
cargo_bicycle,4.0,30
moped,2.0,30
bicycle,5.0,31
cargo_bicycle,3.0,31
moped,1.0,31
bicycle,3.0,32
bicycle,9.0,33
cargo_bicycle,1.0,33
moped,6.0,33
bicycle,22.0,34
cargo_bicycle,6.0,34
moped,21.0,34
bicycle,14.0,36
moped,21.0,36
bicycle,19.0,37
cargo_bicycle,5.0,37
moped,13.0,37
bicycle,10.0,38
cargo_bicycle,7.0,38
moped,18.0,38
bicycle,3.0,39
cargo_bicycle,2.0,39
bicycle,10.0,40
cargo_bicycle,1.0,40
moped,13.0,40
bicycle,46.0,41
moped,36.0,41
bicycle,22.0,42
moped,6.0,42
bicycle,7.0,43
moped,24.0,43
moped,14.0,44
moped,26.0,45
bicycle,20.0,46
moped,6.0,46
cargo_bicycle,2.0,47
moped,18.0,47
cargo_bicycle,2.0,48
moped,10.0,48
bicycle,5.0,50
moped,1.0,50
moped,2.0,54
bicycle,3.0,55
moped,24.0,55
moped,12.0,56
cargo_bicycle,1.0,58
moped,1.0,58
moped,4.0,59
bicycle,10.0,65
moped,6.0,65
cargo_bicycle,1.0,66
moped,3.0,66
bicycle,13.0,67
moped,7.0,67
moped,3.0,68
bicycle,2.0,69
moped,10.0,69
bicycle,3.0,70
moped,3.0,70
moped,5.0,71
moped,3.0,72
moped,4.0,73
bicycle,9.0,74
cargo_bicycle,4.0,74
moped,5.0,74
moped,5.0,75
moped,1.0,76
bicycle,2.0,85
moped,4.0,85
bicycle,4.0,86
cargo_bicycle,2.0,86
moped,6.0,86
moped,5.0,87
bicycle,10.0,88
moped,19.0,88
bicycle,2.0,94
moped,24.0,94
bicycle,3.0,95
cargo_bicycle,2.0,95
moped,16.0,95
moped,9.0,96
moped,8.0,97
scooter,1.0,97
bicycle,1.0,98
moped,1.0,98
bicycle,18.0,99
moped,4.0,99
bicycle,1.0,100
bicycle,6.0,101
moped,13.0,101
bicycle,3.0,102
moped,4.0,102
moped,46.0,103
moped,2.0,104
moped,3.0,105
bicycle,4.0,106
cargo_bicycle,1.0,106
moped,1.0,106
bicycle,3.0,107
bicycle,4.0,108
cargo_bicycle,1.0,108
moped,1.0,108
moped,3.0,109
