0,1,Polygon
moped,2.0,0
moped,9.0,1
bicycle,1.0,2
moped,4.0,2
moped,3.0,3
moped,12.0,4
cargo_bicycle,3.0,5
moped,15.0,5
bicycle,4.0,6
cargo_bicycle,2.0,6
moped,16.0,6
bicycle,14.0,8
moped,7.0,8
bicycle,4.0,9
bicycle,6.0,10
cargo_bicycle,12.0,10
moped,6.0,10
cargo_bicycle,7.0,11
moped,7.0,11
cargo_bicycle,4.0,12
moped,8.0,12
moped,1.0,13
bicycle,7.0,14
moped,8.0,14
bicycle,25.0,15
cargo_bicycle,2.0,15
moped,25.0,15
bicycle,14.0,16
moped,22.0,16
bicycle,12.0,17
moped,7.0,17
moped,1.0,18
cargo_bicycle,1.0,19
moped,2.0,19
moped,1.0,20
cargo_bicycle,1.0,21
moped,9.0,21
bicycle,7.0,22
moped,11.0,22
moped,10.0,23
cargo_bicycle,1.0,24
moped,4.0,24
bicycle,4.0,25
moped,13.0,25
bicycle,5.0,26
moped,37.0,26
bicycle,28.0,27
cargo_bicycle,10.0,27
moped,37.0,27
bicycle,9.0,28
cargo_bicycle,3.0,28
moped,5.0,28
bicycle,28.0,29
cargo_bicycle,3.0,29
moped,4.0,29
bicycle,2.0,30
cargo_bicycle,2.0,30
moped,4.0,30
bicycle,4.0,31
cargo_bicycle,2.0,31
moped,10.0,31
bicycle,5.0,32
cargo_bicycle,1.0,32
moped,2.0,32
bicycle,7.0,33
cargo_bicycle,1.0,33
moped,18.0,33
bicycle,12.0,34
cargo_bicycle,5.0,34
moped,27.0,34
bicycle,9.0,36
moped,21.0,36
bicycle,24.0,37
cargo_bicycle,6.0,37
moped,13.0,37
bicycle,11.0,38
cargo_bicycle,5.0,38
moped,14.0,38
bicycle,4.0,39
cargo_bicycle,2.0,39
bicycle,1.0,40
cargo_bicycle,2.0,40
moped,9.0,40
bicycle,47.0,41
moped,15.0,41
bicycle,10.0,42
moped,1.0,42
bicycle,4.0,43
moped,11.0,43
moped,2.0,44
moped,3.0,45
bicycle,23.0,46
moped,3.0,46
cargo_bicycle,3.0,47
moped,6.0,47
cargo_bicycle,2.0,48
moped,12.0,48
bicycle,5.0,50
moped,1.0,50
moped,2.0,54
bicycle,9.0,55
moped,24.0,55
moped,7.0,56
cargo_bicycle,1.0,58
moped,6.0,58
moped,13.0,59
bicycle,17.0,65
moped,10.0,65
bicycle,1.0,66
cargo_bicycle,1.0,66
moped,2.0,66
bicycle,13.0,67
moped,14.0,67
moped,1.0,68
bicycle,7.0,69
moped,11.0,69
moped,4.0,70
moped,9.0,71
moped,8.0,72
moped,3.0,73
bicycle,5.0,74
cargo_bicycle,2.0,74
moped,8.0,74
moped,9.0,75
moped,3.0,76
bicycle,2.0,85
moped,14.0,85
bicycle,4.0,86
moped,7.0,86
moped,3.0,87
bicycle,9.0,88
moped,9.0,88
bicycle,1.0,94
moped,2.0,94
bicycle,6.0,95
cargo_bicycle,2.0,95
moped,7.0,95
moped,3.0,96
moped,11.0,97
scooter,1.0,97
bicycle,1.0,98
moped,4.0,98
bicycle,8.0,99
moped,17.0,99
bicycle,1.0,100
moped,10.0,100
bicycle,6.0,101
moped,14.0,101
bicycle,1.0,102
moped,10.0,102
moped,28.0,103
bicycle,3.0,104
moped,4.0,104
moped,5.0,105
bicycle,3.0,106
cargo_bicycle,1.0,106
moped,12.0,106
moped,12.0,107
bicycle,3.0,108
cargo_bicycle,1.0,108
moped,8.0,108
moped,2.0,109
