0,1,Polygon
moped,2.0,0
moped,3.0,1
bicycle,1.0,2
moped,10.0,2
moped,6.0,3
moped,12.0,4
cargo_bicycle,3.0,5
moped,2.0,5
moped,2.0,6
moped,1.0,7
bicycle,5.0,8
moped,90.0,8
bicycle,1.0,9
moped,9.0,9
bicycle,3.0,10
cargo_bicycle,1.0,10
moped,8.0,10
cargo_bicycle,5.0,11
moped,6.0,11
cargo_bicycle,2.0,12
moped,3.0,12
moped,2.0,13
bicycle,5.0,14
bicycle,14.0,15
cargo_bicycle,1.0,15
moped,15.0,15
bicycle,11.0,16
cargo_bicycle,1.0,16
moped,19.0,16
bicycle,5.0,17
moped,15.0,17
moped,4.0,18
moped,1.0,19
moped,2.0,20
cargo_bicycle,1.0,21
moped,8.0,21
bicycle,4.0,22
moped,3.0,22
moped,10.0,23
cargo_bicycle,1.0,24
moped,7.0,24
moped,8.0,25
bicycle,8.0,26
moped,11.0,26
bicycle,21.0,27
cargo_bicycle,13.0,27
moped,33.0,27
bicycle,2.0,28
cargo_bicycle,2.0,28
moped,4.0,28
bicycle,14.0,29
cargo_bicycle,3.0,29
moped,4.0,29
cargo_bicycle,2.0,30
moped,7.0,30
bicycle,6.0,31
cargo_bicycle,1.0,31
moped,2.0,31
bicycle,4.0,32
cargo_bicycle,1.0,32
moped,1.0,32
bicycle,4.0,33
cargo_bicycle,3.0,33
moped,9.0,33
bicycle,9.0,34
cargo_bicycle,4.0,34
moped,23.0,34
bicycle,7.0,36
cargo_bicycle,1.0,36
moped,36.0,36
bicycle,10.0,37
cargo_bicycle,5.0,37
moped,3.0,37
bicycle,9.0,38
cargo_bicycle,5.0,38
moped,20.0,38
bicycle,2.0,39
cargo_bicycle,2.0,39
bicycle,1.0,40
cargo_bicycle,2.0,40
moped,11.0,40
bicycle,31.0,41
moped,4.0,41
bicycle,10.0,42
moped,2.0,42
bicycle,3.0,43
moped,9.0,43
moped,7.0,44
moped,4.0,45
bicycle,13.0,46
moped,6.0,46
cargo_bicycle,2.0,47
moped,6.0,47
cargo_bicycle,1.0,48
moped,20.0,48
bicycle,5.0,50
cargo_bicycle,1.0,50
moped,3.0,50
bicycle,7.0,55
moped,24.0,55
moped,23.0,56
moped,7.0,58
moped,14.0,59
moped,2.0,62
bicycle,16.0,65
moped,18.0,65
moped,2.0,66
bicycle,15.0,67
moped,13.0,67
bicycle,7.0,69
moped,1.0,69
bicycle,1.0,70
moped,3.0,70
moped,2.0,71
moped,12.0,72
moped,4.0,73
bicycle,3.0,74
cargo_bicycle,1.0,74
moped,4.0,74
moped,7.0,75
moped,2.0,76
moped,1.0,81
bicycle,2.0,85
moped,11.0,85
bicycle,2.0,86
cargo_bicycle,2.0,86
moped,7.0,86
moped,4.0,87
bicycle,8.0,88
moped,6.0,88
bicycle,4.0,94
moped,6.0,94
bicycle,3.0,95
cargo_bicycle,1.0,95
moped,7.0,95
moped,16.0,96
moped,2.0,97
scooter,1.0,97
bicycle,4.0,98
moped,6.0,98
bicycle,9.0,99
moped,20.0,99
bicycle,3.0,100
moped,7.0,100
bicycle,2.0,101
moped,16.0,101
moped,4.0,102
moped,22.0,103
bicycle,4.0,104
moped,1.0,104
moped,4.0,105
bicycle,6.0,106
cargo_bicycle,1.0,106
moped,1.0,106
bicycle,2.0,107
moped,4.0,107
bicycle,3.0,108
cargo_bicycle,1.0,108
moped,5.0,109
