0,1,Polygon
moped,5.0,0
moped,2.0,1
bicycle,1.0,2
moped,1.0,2
moped,4.0,3
moped,7.0,4
cargo_bicycle,3.0,5
moped,20.0,5
bicycle,5.0,6
cargo_bicycle,2.0,6
moped,13.0,6
bicycle,14.0,8
moped,5.0,8
bicycle,4.0,9
moped,2.0,9
bicycle,6.0,10
cargo_bicycle,12.0,10
moped,10.0,10
cargo_bicycle,7.0,11
moped,2.0,11
cargo_bicycle,4.0,12
moped,3.0,12
moped,7.0,13
bicycle,6.0,14
moped,1.0,14
bicycle,23.0,15
cargo_bicycle,2.0,15
moped,12.0,15
bicycle,12.0,16
moped,30.0,16
bicycle,10.0,17
moped,7.0,17
moped,12.0,18
cargo_bicycle,1.0,19
moped,5.0,19
moped,5.0,20
cargo_bicycle,1.0,21
moped,7.0,21
bicycle,9.0,22
moped,6.0,22
moped,13.0,23
cargo_bicycle,1.0,24
moped,5.0,24
bicycle,2.0,25
moped,4.0,25
bicycle,5.0,26
moped,39.0,26
bicycle,25.0,27
cargo_bicycle,9.0,27
moped,32.0,27
bicycle,10.0,28
cargo_bicycle,4.0,28
moped,1.0,28
bicycle,25.0,29
cargo_bicycle,3.0,29
moped,4.0,29
bicycle,2.0,30
cargo_bicycle,2.0,30
moped,4.0,30
bicycle,4.0,31
cargo_bicycle,2.0,31
moped,8.0,31
bicycle,5.0,32
cargo_bicycle,2.0,32
moped,1.0,32
bicycle,7.0,33
cargo_bicycle,1.0,33
moped,19.0,33
bicycle,12.0,34
cargo_bicycle,5.0,34
moped,25.0,34
bicycle,6.0,36
moped,26.0,36
bicycle,18.0,37
cargo_bicycle,5.0,37
moped,11.0,37
bicycle,10.0,38
cargo_bicycle,5.0,38
moped,9.0,38
bicycle,4.0,39
cargo_bicycle,2.0,39
bicycle,1.0,40
cargo_bicycle,2.0,40
moped,7.0,40
bicycle,34.0,41
moped,6.0,41
bicycle,15.0,42
moped,9.0,42
bicycle,2.0,43
moped,7.0,43
moped,18.0,44
moped,15.0,45
bicycle,21.0,46
moped,6.0,46
cargo_bicycle,2.0,47
moped,4.0,47
cargo_bicycle,2.0,48
moped,7.0,48
bicycle,5.0,50
moped,2.0,50
moped,2.0,54
bicycle,8.0,55
moped,28.0,55
moped,7.0,56
cargo_bicycle,1.0,58
moped,5.0,58
moped,14.0,59
bicycle,17.0,65
moped,4.0,66
bicycle,11.0,67
moped,12.0,67
bicycle,4.0,69
moped,8.0,69
moped,3.0,70
moped,8.0,71
moped,10.0,72
moped,2.0,73
bicycle,5.0,74
cargo_bicycle,3.0,74
moped,11.0,74
moped,1.0,75
moped,3.0,76
bicycle,2.0,85
moped,7.0,85
bicycle,4.0,86
moped,8.0,86
moped,2.0,87
bicycle,6.0,88
moped,6.0,88
bicycle,1.0,94
moped,3.0,94
bicycle,3.0,95
cargo_bicycle,2.0,95
moped,9.0,95
moped,15.0,96
moped,7.0,97
scooter,1.0,97
bicycle,1.0,98
moped,3.0,98
bicycle,6.0,99
moped,13.0,99
bicycle,1.0,100
moped,4.0,100
bicycle,6.0,101
moped,13.0,101
moped,8.0,102
moped,30.0,103
bicycle,2.0,104
moped,9.0,104
moped,6.0,105
bicycle,2.0,106
cargo_bicycle,1.0,106
moped,8.0,106
moped,6.0,107
bicycle,3.0,108
cargo_bicycle,1.0,108
moped,13.0,108
moped,6.0,109
