Polygon,0,1
1,moped,3.0
2,moped,4.0
3,moped,6.0
4,moped,19.0
5,cargo_bicycle,1.0
5,moped,5.0
6,bicycle,3.0
6,cargo_bicycle,3.0
6,moped,3.0
8,bicycle,19.0
8,moped,20.0
9,bicycle,9.0
9,moped,7.0
10,bicycle,13.0
10,cargo_bicycle,2.0
10,moped,9.0
11,cargo_bicycle,3.0
11,moped,5.0
12,cargo_bicycle,1.0
12,moped,7.0
13,moped,1.0
14,bicycle,6.0
14,moped,5.0
15,bicycle,37.0
15,cargo_bicycle,1.0
15,moped,69.0
16,bicycle,16.0
16,cargo_bicycle,1.0
16,moped,32.0
17,bicycle,9.0
17,moped,7.0
18,moped,3.0
19,moped,4.0
20,moped,2.0
21,moped,1.0
22,bicycle,8.0
22,moped,3.0
23,moped,13.0
24,moped,17.0
25,bicycle,1.0
25,moped,11.0
26,bicycle,11.0
26,moped,27.0
27,bicycle,27.0
27,cargo_bicycle,10.0
27,moped,17.0
28,bicycle,5.0
28,cargo_bicycle,3.0
28,moped,11.0
29,bicycle,23.0
29,cargo_bicycle,2.0
29,moped,9.0
30,bicycle,3.0
30,cargo_bicycle,2.0
30,moped,2.0
31,bicycle,8.0
31,cargo_bicycle,1.0
31,moped,3.0
32,bicycle,3.0
32,cargo_bicycle,1.0
32,moped,3.0
33,bicycle,5.0
33,cargo_bicycle,3.0
33,moped,2.0
34,bicycle,9.0
34,cargo_bicycle,6.0
34,moped,16.0
36,bicycle,7.0
36,cargo_bicycle,1.0
36,moped,35.0
37,bicycle,9.0
37,cargo_bicycle,6.0
37,moped,10.0
38,bicycle,15.0
38,cargo_bicycle,8.0
38,moped,18.0
39,bicycle,4.0
39,cargo_bicycle,1.0
40,bicycle,2.0
40,cargo_bicycle,5.0
40,moped,15.0
41,bicycle,42.0
41,moped,14.0
42,bicycle,20.0
42,moped,9.0
43,bicycle,8.0
43,moped,26.0
44,moped,29.0
45,moped,18.0
46,bicycle,19.0
46,moped,12.0
47,cargo_bicycle,2.0
47,moped,26.0
48,cargo_bicycle,1.0
48,moped,14.0
50,bicycle,5.0
50,cargo_bicycle,1.0
50,moped,6.0
55,bicycle,8.0
55,moped,23.0
56,moped,17.0
58,moped,5.0
59,moped,14.0
62,moped,1.0
65,bicycle,11.0
66,bicycle,1.0
66,moped,3.0
67,bicycle,15.0
67,moped,11.0
69,bicycle,3.0
69,moped,2.0
70,bicycle,2.0
70,moped,1.0
71,moped,3.0
72,moped,12.0
74,bicycle,10.0
74,cargo_bicycle,1.0
74,moped,3.0
75,moped,4.0
85,bicycle,1.0
85,moped,10.0
86,bicycle,3.0
86,cargo_bicycle,1.0
86,moped,4.0
87,moped,1.0
88,bicycle,7.0
88,moped,13.0
94,bicycle,2.0
94,moped,20.0
95,bicycle,6.0
95,cargo_bicycle,1.0
95,moped,8.0
96,moped,20.0
97,moped,2.0
97,scooter,1.0
98,bicycle,3.0
99,bicycle,5.0
99,moped,3.0
100,bicycle,1.0
100,moped,1.0
101,bicycle,5.0
101,moped,15.0
102,bicycle,1.0
102,moped,5.0
103,moped,29.0
104,bicycle,7.0
105,moped,1.0
106,bicycle,9.0
106,cargo_bicycle,1.0
107,bicycle,3.0
107,moped,7.0
108,bicycle,6.0
