0,1,Polygon
moped,2.0,0
moped,15.0,1
bicycle,2.0,2
moped,2.0,2
moped,6.0,3
moped,2.0,4
cargo_bicycle,2.0,5
moped,6.0,5
bicycle,4.0,6
cargo_bicycle,2.0,6
moped,2.0,6
bicycle,14.0,8
moped,6.0,8
bicycle,2.0,9
moped,2.0,9
bicycle,2.0,10
cargo_bicycle,14.0,10
moped,5.0,10
cargo_bicycle,6.0,11
moped,6.0,11
cargo_bicycle,9.0,12
moped,16.0,12
moped,1.0,13
bicycle,4.0,14
cargo_bicycle,1.0,14
moped,3.0,14
bicycle,23.0,15
cargo_bicycle,2.0,15
moped,6.0,15
bicycle,26.0,16
moped,14.0,16
bicycle,17.0,17
moped,3.0,17
moped,18.0,18
moped,6.0,19
cargo_bicycle,2.0,20
cargo_bicycle,2.0,21
moped,5.0,21
bicycle,11.0,22
moped,18.0,22
moped,12.0,23
cargo_bicycle,2.0,24
moped,1.0,24
bicycle,10.0,25
moped,23.0,25
bicycle,15.0,26
moped,31.0,26
bicycle,30.0,27
cargo_bicycle,12.0,27
moped,40.0,27
bicycle,3.0,28
cargo_bicycle,3.0,28
moped,1.0,28
bicycle,14.0,29
cargo_bicycle,2.0,29
moped,1.0,29
bicycle,4.0,30
cargo_bicycle,4.0,30
moped,3.0,30
bicycle,2.0,31
cargo_bicycle,5.0,31
moped,13.0,31
bicycle,6.0,32
cargo_bicycle,2.0,32
moped,6.0,32
bicycle,3.0,33
cargo_bicycle,2.0,33
moped,17.0,33
bicycle,14.0,34
cargo_bicycle,8.0,34
moped,29.0,34
bicycle,8.0,36
cargo_bicycle,2.0,36
moped,29.0,36
bicycle,22.0,37
cargo_bicycle,7.0,37
moped,16.0,37
bicycle,24.0,38
cargo_bicycle,7.0,38
moped,29.0,38
bicycle,3.0,39
cargo_bicycle,2.0,39
moped,1.0,39
bicycle,11.0,40
cargo_bicycle,5.0,40
moped,23.0,40
bicycle,19.0,41
moped,8.0,41
bicycle,5.0,42
moped,1.0,42
bicycle,10.0,43
moped,18.0,43
moped,6.0,44
moped,3.0,45
bicycle,12.0,46
moped,1.0,46
cargo_bicycle,2.0,47
moped,3.0,47
cargo_bicycle,2.0,48
moped,18.0,48
bicycle,6.0,50
cargo_bicycle,1.0,50
moped,1.0,50
bicycle,12.0,55
moped,16.0,55
moped,16.0,56
cargo_bicycle,1.0,58
moped,1.0,58
moped,9.0,59
bicycle,5.0,65
moped,4.0,65
moped,7.0,66
bicycle,22.0,67
moped,13.0,67
moped,1.0,68
bicycle,2.0,69
moped,2.0,69
bicycle,1.0,70
moped,15.0,70
moped,4.0,71
moped,15.0,72
moped,1.0,73
bicycle,5.0,74
cargo_bicycle,5.0,74
moped,10.0,74
moped,12.0,75
moped,1.0,76
bicycle,2.0,85
moped,25.0,85
bicycle,3.0,86
cargo_bicycle,1.0,86
moped,9.0,86
moped,5.0,87
bicycle,10.0,88
moped,8.0,88
bicycle,2.0,94
moped,1.0,94
bicycle,2.0,95
cargo_bicycle,2.0,95
moped,2.0,95
moped,9.0,96
moped,9.0,97
scooter,1.0,97
bicycle,2.0,98
moped,5.0,98
bicycle,5.0,99
moped,29.0,99
bicycle,1.0,100
moped,7.0,100
bicycle,1.0,101
moped,16.0,101
moped,15.0,102
moped,31.0,103
bicycle,1.0,104
moped,4.0,104
moped,10.0,105
bicycle,2.0,106
cargo_bicycle,1.0,106
moped,16.0,106
bicycle,2.0,107
moped,24.0,107
bicycle,2.0,108
moped,9.0,108
