Polygon,0,1
1,moped,1.0
2,bicycle,4.0
2,moped,1.0
3,moped,9.0
4,moped,10.0
5,cargo_bicycle,3.0
5,moped,5.0
6,bicycle,5.0
6,cargo_bicycle,4.0
6,moped,3.0
7,moped,1.0
8,bicycle,6.0
8,moped,18.0
9,bicycle,10.0
9,moped,4.0
10,bicycle,9.0
10,cargo_bicycle,14.0
10,moped,6.0
11,cargo_bicycle,6.0
11,moped,1.0
12,cargo_bicycle,3.0
12,moped,3.0
13,moped,1.0
14,bicycle,5.0
14,cargo_bicycle,1.0
14,moped,17.0
15,bicycle,33.0
15,cargo_bicycle,1.0
15,moped,95.0
16,bicycle,16.0
16,cargo_bicycle,1.0
16,moped,20.0
17,bicycle,8.0
17,moped,3.0
18,moped,2.0
19,moped,1.0
20,cargo_bicycle,1.0
20,moped,2.0
21,moped,12.0
22,bicycle,11.0
22,moped,7.0
23,moped,9.0
24,moped,11.0
25,bicycle,7.0
25,moped,2.0
26,bicycle,11.0
26,moped,38.0
27,bicycle,43.0
27,cargo_bicycle,11.0
27,moped,23.0
28,bicycle,11.0
28,cargo_bicycle,3.0
28,moped,8.0
29,bicycle,37.0
29,cargo_bicycle,1.0
29,moped,3.0
30,bicycle,3.0
30,cargo_bicycle,4.0
30,moped,4.0
31,bicycle,5.0
31,cargo_bicycle,3.0
32,bicycle,3.0
32,cargo_bicycle,2.0
32,moped,1.0
33,bicycle,6.0
33,cargo_bicycle,2.0
33,moped,3.0
34,bicycle,13.0
34,cargo_bicycle,8.0
34,moped,21.0
36,bicycle,6.0
36,cargo_bicycle,1.0
36,moped,24.0
37,bicycle,22.0
37,cargo_bicycle,7.0
37,moped,24.0
38,bicycle,14.0
38,cargo_bicycle,6.0
38,moped,26.0
39,bicycle,3.0
39,cargo_bicycle,2.0
39,moped,1.0
40,bicycle,7.0
40,cargo_bicycle,2.0
40,moped,18.0
41,bicycle,58.0
41,moped,18.0
42,bicycle,23.0
42,moped,9.0
43,bicycle,6.0
43,moped,27.0
44,moped,29.0
45,moped,16.0
46,bicycle,21.0
46,moped,2.0
47,cargo_bicycle,2.0
47,moped,23.0
48,cargo_bicycle,2.0
48,moped,10.0
50,bicycle,5.0
50,cargo_bicycle,1.0
50,moped,1.0
55,bicycle,8.0
55,moped,13.0
56,moped,10.0
58,cargo_bicycle,1.0
58,moped,2.0
59,moped,4.0
62,moped,2.0
65,bicycle,13.0
65,moped,14.0
66,bicycle,1.0
67,bicycle,16.0
67,moped,10.0
69,bicycle,13.0
69,moped,1.0
70,moped,6.0
71,moped,7.0
72,moped,10.0
74,bicycle,8.0
74,cargo_bicycle,2.0
74,moped,1.0
75,moped,12.0
76,moped,3.0
85,bicycle,1.0
85,moped,9.0
86,bicycle,5.0
86,moped,3.0
87,moped,2.0
88,bicycle,12.0
88,moped,7.0
94,bicycle,4.0
94,moped,24.0
95,bicycle,2.0
95,cargo_bicycle,2.0
95,moped,12.0
96,moped,14.0
97,moped,1.0
97,scooter,1.0
98,bicycle,7.0
98,moped,4.0
99,bicycle,15.0
99,moped,14.0
100,bicycle,3.0
100,moped,4.0
101,bicycle,7.0
101,moped,18.0
102,bicycle,1.0
102,moped,2.0
103,moped,14.0
104,bicycle,5.0
106,bicycle,2.0
106,cargo_bicycle,1.0
106,moped,2.0
107,bicycle,2.0
108,bicycle,5.0
108,cargo_bicycle,1.0
108,moped,1.0
109,moped,2.0
