Polygon,0,1
1,moped,1.0
2,moped,1.0
3,moped,3.0
4,moped,6.0
5,cargo_bicycle,1.0
5,moped,13.0
6,bicycle,5.0
6,cargo_bicycle,2.0
6,moped,2.0
7,moped,4.0
8,bicycle,3.0
8,moped,8.0
9,bicycle,4.0
10,bicycle,6.0
10,cargo_bicycle,5.0
10,moped,2.0
11,cargo_bicycle,4.0
12,cargo_bicycle,2.0
12,moped,5.0
14,bicycle,5.0
14,moped,5.0
15,bicycle,21.0
15,cargo_bicycle,2.0
15,moped,26.0
16,bicycle,18.0
16,moped,26.0
17,bicycle,10.0
17,moped,7.0
19,moped,1.0
20,cargo_bicycle,1.0
21,cargo_bicycle,1.0
21,moped,3.0
22,bicycle,7.0
22,moped,8.0
23,moped,13.0
24,cargo_bicycle,1.0
24,moped,1.0
25,moped,8.0
26,bicycle,5.0
26,moped,42.0
27,bicycle,21.0
27,cargo_bicycle,11.0
27,moped,30.0
28,bicycle,6.0
28,moped,9.0
29,bicycle,12.0
29,cargo_bicycle,2.0
29,moped,9.0
30,cargo_bicycle,2.0
30,moped,3.0
31,bicycle,1.0
31,cargo_bicycle,1.0
31,moped,2.0
32,bicycle,3.0
32,cargo_bicycle,1.0
32,moped,1.0
33,bicycle,5.0
33,moped,16.0
34,bicycle,13.0
34,cargo_bicycle,5.0
34,moped,20.0
36,bicycle,5.0
36,moped,22.0
37,bicycle,13.0
37,cargo_bicycle,4.0
37,moped,9.0
38,bicycle,9.0
38,cargo_bicycle,5.0
38,moped,15.0
39,bicycle,3.0
39,cargo_bicycle,2.0
40,bicycle,1.0
40,cargo_bicycle,1.0
40,moped,17.0
41,bicycle,23.0
41,moped,7.0
42,bicycle,9.0
42,moped,3.0
43,bicycle,2.0
43,moped,3.0
44,moped,16.0
45,moped,5.0
46,bicycle,10.0
46,moped,5.0
47,cargo_bicycle,1.0
47,moped,4.0
48,cargo_bicycle,1.0
48,moped,10.0
50,bicycle,5.0
50,moped,2.0
54,moped,1.0
55,bicycle,5.0
55,moped,29.0
56,moped,7.0
58,cargo_bicycle,1.0
59,moped,7.0
65,bicycle,5.0
65,moped,14.0
66,moped,3.0
67,bicycle,11.0
67,moped,19.0
68,moped,1.0
69,moped,9.0
70,moped,4.0
71,moped,10.0
72,moped,5.0
73,moped,2.0
74,bicycle,3.0
74,cargo_bicycle,3.0
74,moped,4.0
75,moped,15.0
76,moped,5.0
85,moped,5.0
86,bicycle,3.0
86,moped,3.0
87,moped,4.0
88,bicycle,8.0
88,moped,1.0
94,bicycle,1.0
94,moped,2.0
95,cargo_bicycle,2.0
95,moped,4.0
96,moped,9.0
97,moped,3.0
97,scooter,1.0
98,bicycle,1.0
98,moped,6.0
99,bicycle,6.0
99,moped,9.0
100,bicycle,1.0
100,moped,3.0
101,bicycle,5.0
101,moped,16.0
102,moped,3.0
103,moped,92.0
104,bicycle,4.0
104,moped,1.0
105,moped,2.0
106,bicycle,2.0
106,cargo_bicycle,1.0
107,moped,1.0
108,bicycle,3.0
108,cargo_bicycle,1.0
108,moped,1.0
109,moped,2.0
