0,1,Polygon
moped,4.0,0
moped,2.0,1
bicycle,1.0,2
moped,6.0,2
moped,9.0,3
moped,12.0,4
cargo_bicycle,3.0,5
moped,15.0,5
bicycle,4.0,6
cargo_bicycle,2.0,6
moped,9.0,6
bicycle,12.0,8
moped,13.0,8
bicycle,13.0,9
moped,3.0,9
bicycle,4.0,10
cargo_bicycle,9.0,10
moped,11.0,10
cargo_bicycle,6.0,11
moped,3.0,11
cargo_bicycle,5.0,12
moped,4.0,12
moped,7.0,13
bicycle,7.0,14
moped,1.0,14
bicycle,28.0,15
cargo_bicycle,1.0,15
moped,61.0,15
bicycle,14.0,16
cargo_bicycle,1.0,16
moped,23.0,16
bicycle,10.0,17
moped,8.0,17
moped,7.0,18
cargo_bicycle,1.0,19
moped,8.0,19
moped,1.0,20
cargo_bicycle,1.0,21
moped,18.0,21
bicycle,10.0,22
moped,7.0,22
moped,11.0,23
cargo_bicycle,1.0,24
moped,5.0,24
bicycle,7.0,25
moped,3.0,25
bicycle,11.0,26
moped,13.0,26
bicycle,34.0,27
cargo_bicycle,12.0,27
moped,28.0,27
bicycle,6.0,28
cargo_bicycle,3.0,28
moped,5.0,28
bicycle,29.0,29
cargo_bicycle,3.0,29
moped,12.0,29
cargo_bicycle,1.0,30
moped,4.0,30
bicycle,5.0,31
cargo_bicycle,2.0,31
moped,3.0,31
bicycle,3.0,32
cargo_bicycle,1.0,32
bicycle,5.0,33
cargo_bicycle,3.0,33
moped,3.0,33
bicycle,11.0,34
cargo_bicycle,7.0,34
moped,25.0,34
bicycle,9.0,36
cargo_bicycle,2.0,36
moped,30.0,36
bicycle,15.0,37
cargo_bicycle,6.0,37
moped,6.0,37
bicycle,15.0,38
cargo_bicycle,4.0,38
moped,22.0,38
bicycle,3.0,39
cargo_bicycle,1.0,39
moped,1.0,39
bicycle,6.0,40
cargo_bicycle,2.0,40
moped,7.0,40
bicycle,53.0,41
moped,15.0,41
bicycle,22.0,42
moped,16.0,42
bicycle,8.0,43
moped,17.0,43
moped,29.0,44
moped,27.0,45
bicycle,23.0,46
moped,4.0,46
cargo_bicycle,3.0,47
moped,6.0,47
cargo_bicycle,2.0,48
moped,11.0,48
bicycle,5.0,50
cargo_bicycle,1.0,50
moped,4.0,50
bicycle,7.0,55
moped,17.0,55
moped,15.0,56
cargo_bicycle,1.0,58
moped,5.0,58
moped,8.0,59
moped,1.0,62
bicycle,8.0,65
moped,23.0,65
bicycle,2.0,66
cargo_bicycle,1.0,66
moped,3.0,66
bicycle,16.0,67
moped,7.0,67
bicycle,11.0,69
moped,2.0,69
moped,4.0,70
moped,2.0,71
moped,8.0,72
moped,4.0,73
bicycle,7.0,74
cargo_bicycle,2.0,74
moped,8.0,74
moped,3.0,75
moped,4.0,76
bicycle,1.0,85
moped,10.0,85
bicycle,3.0,86
cargo_bicycle,2.0,86
moped,14.0,86
moped,1.0,87
bicycle,15.0,88
moped,8.0,88
bicycle,6.0,94
moped,8.0,94
bicycle,3.0,95
cargo_bicycle,2.0,95
moped,4.0,95
moped,13.0,96
moped,5.0,97
scooter,1.0,97
bicycle,8.0,98
moped,4.0,98
bicycle,15.0,99
moped,9.0,99
bicycle,3.0,100
moped,5.0,100
bicycle,6.0,101
moped,18.0,101
moped,8.0,102
moped,24.0,103
bicycle,6.0,104
moped,3.0,104
moped,1.0,105
bicycle,2.0,106
cargo_bicycle,1.0,106
moped,2.0,106
moped,6.0,107
bicycle,9.0,108
cargo_bicycle,1.0,108
moped,2.0,108
moped,6.0,109
