Polygon,0,1
2,bicycle,4.0
2,moped,5.0
3,moped,2.0
4,moped,9.0
5,cargo_bicycle,1.0
5,moped,3.0
6,bicycle,6.0
6,cargo_bicycle,1.0
6,moped,5.0
8,bicycle,13.0
8,moped,16.0
9,bicycle,9.0
9,moped,4.0
10,bicycle,9.0
10,cargo_bicycle,12.0
10,moped,5.0
11,cargo_bicycle,6.0
11,moped,1.0
12,cargo_bicycle,8.0
12,moped,4.0
13,moped,2.0
14,bicycle,4.0
14,cargo_bicycle,1.0
14,moped,11.0
15,bicycle,46.0
15,cargo_bicycle,2.0
15,moped,95.0
16,bicycle,23.0
16,moped,36.0
17,bicycle,19.0
17,moped,7.0
18,moped,1.0
20,cargo_bicycle,2.0
21,cargo_bicycle,1.0
21,moped,6.0
22,bicycle,15.0
22,moped,9.0
23,moped,5.0
24,cargo_bicycle,2.0
24,moped,5.0
25,bicycle,8.0
25,moped,13.0
26,bicycle,11.0
26,moped,45.0
27,bicycle,39.0
27,cargo_bicycle,13.0
27,moped,34.0
28,bicycle,10.0
28,cargo_bicycle,2.0
28,moped,8.0
29,bicycle,29.0
29,cargo_bicycle,4.0
29,moped,2.0
30,bicycle,3.0
30,cargo_bicycle,4.0
30,moped,1.0
31,bicycle,6.0
31,cargo_bicycle,5.0
31,moped,4.0
32,bicycle,5.0
32,cargo_bicycle,2.0
32,moped,3.0
33,bicycle,2.0
33,cargo_bicycle,1.0
33,moped,1.0
34,bicycle,7.0
34,cargo_bicycle,8.0
34,moped,34.0
36,bicycle,9.0
36,cargo_bicycle,2.0
36,moped,14.0
37,bicycle,23.0
37,cargo_bicycle,7.0
37,moped,12.0
38,bicycle,21.0
38,cargo_bicycle,10.0
38,moped,23.0
39,bicycle,6.0
39,cargo_bicycle,2.0
40,bicycle,2.0
40,cargo_bicycle,4.0
40,moped,12.0
41,bicycle,64.0
41,moped,11.0
42,bicycle,13.0
42,moped,6.0
43,bicycle,11.0
43,moped,23.0
44,moped,26.0
45,moped,16.0
46,bicycle,18.0
47,cargo_bicycle,3.0
47,moped,10.0
48,cargo_bicycle,2.0
48,moped,22.0
50,bicycle,6.0
50,cargo_bicycle,1.0
50,moped,6.0
55,bicycle,11.0
55,moped,2.0
56,moped,8.0
58,cargo_bicycle,1.0
58,moped,5.0
59,moped,7.0
65,bicycle,10.0
65,moped,42.0
66,bicycle,2.0
66,moped,2.0
67,bicycle,22.0
67,moped,22.0
69,bicycle,8.0
69,moped,2.0
70,bicycle,2.0
70,moped,2.0
71,moped,6.0
72,moped,8.0
74,bicycle,7.0
74,cargo_bicycle,6.0
74,moped,1.0
75,moped,11.0
76,moped,3.0
85,bicycle,4.0
85,moped,7.0
86,bicycle,10.0
86,cargo_bicycle,2.0
86,moped,8.0
87,moped,4.0
88,bicycle,14.0
88,moped,20.0
94,bicycle,2.0
94,moped,15.0
95,bicycle,4.0
95,cargo_bicycle,2.0
95,moped,9.0
96,moped,8.0
97,moped,1.0
97,scooter,1.0
98,bicycle,3.0
98,moped,1.0
99,bicycle,9.0
99,moped,5.0
100,bicycle,1.0
100,moped,1.0
101,bicycle,5.0
101,moped,14.0
102,moped,1.0
103,moped,45.0
104,bicycle,4.0
105,moped,2.0
106,bicycle,10.0
106,cargo_bicycle,1.0
106,moped,1.0
107,bicycle,3.0
107,moped,2.0
108,bicycle,6.0
108,cargo_bicycle,1.0
108,moped,1.0
109,moped,3.0
