Polygon,0,1
1,moped,5.0
2,bicycle,1.0
2,moped,5.0
3,moped,12.0
4,moped,27.0
5,cargo_bicycle,2.0
5,moped,6.0
6,bicycle,6.0
6,cargo_bicycle,2.0
6,moped,8.0
7,moped,1.0
8,bicycle,7.0
8,moped,15.0
9,bicycle,12.0
9,moped,7.0
10,bicycle,8.0
10,cargo_bicycle,2.0
10,moped,12.0
11,cargo_bicycle,3.0
11,moped,4.0
12,cargo_bicycle,3.0
12,moped,11.0
13,moped,6.0
14,bicycle,5.0
14,moped,4.0
15,bicycle,26.0
15,cargo_bicycle,1.0
15,moped,32.0
16,bicycle,18.0
16,cargo_bicycle,1.0
16,moped,18.0
17,bicycle,13.0
17,moped,7.0
18,moped,8.0
19,moped,5.0
20,cargo_bicycle,1.0
20,moped,3.0
21,cargo_bicycle,2.0
21,moped,7.0
22,bicycle,5.0
22,moped,3.0
23,moped,9.0
24,cargo_bicycle,1.0
24,moped,7.0
25,bicycle,6.0
25,moped,12.0
26,bicycle,6.0
26,moped,15.0
27,bicycle,27.0
27,cargo_bicycle,10.0
27,moped,25.0
28,bicycle,6.0
28,cargo_bicycle,1.0
28,moped,3.0
29,bicycle,27.0
29,cargo_bicycle,1.0
29,moped,3.0
30,bicycle,1.0
30,moped,1.0
31,bicycle,1.0
31,cargo_bicycle,1.0
31,moped,5.0
32,bicycle,3.0
32,cargo_bicycle,1.0
33,bicycle,6.0
33,cargo_bicycle,1.0
33,moped,5.0
34,bicycle,16.0
34,cargo_bicycle,5.0
34,moped,32.0
36,bicycle,9.0
36,moped,34.0
37,bicycle,14.0
37,cargo_bicycle,4.0
37,moped,8.0
38,bicycle,11.0
38,cargo_bicycle,4.0
38,moped,27.0
39,bicycle,3.0
39,cargo_bicycle,2.0
39,moped,1.0
40,bicycle,1.0
40,moped,5.0
41,bicycle,38.0
41,moped,18.0
42,bicycle,20.0
42,moped,2.0
43,bicycle,6.0
43,moped,12.0
44,moped,10.0
45,moped,9.0
46,bicycle,7.0
46,moped,4.0
47,cargo_bicycle,1.0
47,moped,8.0
48,cargo_bicycle,2.0
48,moped,4.0
50,bicycle,5.0
50,cargo_bicycle,1.0
50,moped,3.0
55,bicycle,8.0
55,moped,23.0
56,moped,16.0
57,moped,1.0
58,moped,4.0
59,moped,12.0
62,moped,1.0
65,bicycle,2.0
65,moped,17.0
66,bicycle,2.0
66,moped,3.0
67,bicycle,16.0
67,moped,7.0
69,bicycle,11.0
69,moped,4.0
70,moped,7.0
71,moped,2.0
72,moped,9.0
73,moped,3.0
74,bicycle,3.0
74,cargo_bicycle,1.0
74,moped,9.0
76,moped,4.0
81,moped,1.0
85,bicycle,2.0
85,moped,13.0
86,bicycle,3.0
86,cargo_bicycle,2.0
86,moped,10.0
87,moped,6.0
88,bicycle,19.0
88,moped,12.0
94,bicycle,6.0
94,moped,6.0
95,cargo_bicycle,1.0
95,moped,5.0
96,moped,18.0
97,scooter,1.0
98,bicycle,4.0
98,moped,5.0
99,bicycle,13.0
99,moped,17.0
100,bicycle,3.0
100,moped,9.0
101,bicycle,3.0
101,moped,14.0
102,moped,12.0
103,moped,27.0
104,bicycle,4.0
104,moped,3.0
105,moped,7.0
106,cargo_bicycle,1.0
106,moped,2.0
107,bicycle,4.0
107,moped,7.0
108,bicycle,8.0
108,cargo_bicycle,1.0
108,moped,3.0
109,moped,3.0
